"time","speaker","text","notes"
"","B","Not then.  That was prior to us having the bakery. ",""
"","A","He was too busy then? ",""
"","B","That's right. ",""
"","A","Did he deliver bread to the local shops? ",""
"","B","Yes.  There were only about two local shops here then! ",""
"","A","Were there? ",""
"","B","Yes.  Oh there might have been a few more.  I think there would have been at that stage.  The early part, you know, before they started the bakery, there was one other bakery and two fair sized shops. ",""
"4.20","A","And what are your first impressions, from when you can remember, of what Blacktown was like then?  What would you say - it was a fairly rural place I suppose? ",""
"","B","That's right.  A lot of poultry farms.  And everyone knew one another. ",""
"","A","And you go shopping and find that you'd know everyone at the shops? ",""
"","B","That's right.  Whereas now you go down and you can go for days and you never meet anyone that you know.  It's so different. ",""
"4.49","A","So you find that some of that friendliness has changed because of the population increase? ",""
"","B","Yes.  But you still had your friends. ",""
"5.00","A","So what would your mother's daily routine have been? ",""
"","B","Oh housework.  There was no washing machines, you know. 3 ",""
"","A","How did she managed then, with the washing? ",""
"","B","Oh, she managed. ",""
"","A","What did she use if she didn't have a washing machine? ",""
"","B","A fire copper.  A fuel copper. ",""
"","A","Did you have to collect the fire wood for that? ",""
"","B","Oh, yes, yes.  My brothers used to get that. ",""
"","A","Was there plenty of bush around to collect it? ",""
"","B","Yes, we always had ponies and a little cart and the boys used to go and get the stump wood those times.  Of course that was before they started the bakery.  It was so different then, you know.  You were sort of in business and things were entirely different. ",""
"5.58","A","What year would that have been that they started the bakery?  Roughly, you know. ",""
"","B","During the Depression.  We were there in 1929. ",""
"6.10","A","So did you go to school locally in Blacktown? ",""
"","B","Yes.  My mother went to school here. ",""
"","A","Oh did she? ",""
"","B","Yes.  They shifted from Enfield out to Quakers Hill - Maryong I should say - and they used to walk in the two miles to school.  The five of us went to the same school but my Dad was reared in Windsor. ",""
"","A","You were all more of less from the same area? ",""
"","B","Yes.  That's right.  He came to work for the only bakery when he was 17 her was apprenticed to the bakery.  Then in later years he started off on their own.  ",""
"","A","And did he do that until he retired? ",""
"","B","Yes.  The boys carried on then - the three brothers - for a number of years. ",""
"","A","Is it still in the family now? ",""
"","B","No.  No.  Not for quite a time now. ",""
"7.25","A","So did you walk to school? ",""
"","B","Yes.  We were close to the school. ",""
"","A","And what happened about transport generally.  Did you have a car - your family? ",""
"","B","Later years we did. ",""
"","A","When you were growing up you didn't? ",""
"","B","Oh when we started the bakery they bought a delivery motor as well as horse and cart they had, so we used that for pleasure until they could afford better and then we had a car. 4 ",""
"8.01","A","And so your father would have been one of the bakers that people talk about delivering the bread by horse and cart? ",""
"","B","That's right. ",""
"","A","Would he actually have done the deliveries or he would have had a driver to do that would he? ",""
"","B","No.  See there was my three brothers and he, and they sort of shared it all.  The boys would get up early with him and help in the bakery and then they'd go and deliver.  There was no eight-hour day then! ",""
"8.30","A","What did your mother do in the bakery?  Was she cooking? ",""
"","B","No, not really.  She had enough to do with the washing, ironing and the housework, see.  Because my sister and I we were still at school.  I was about 11 when they started the bakery on their own. ",""
"8.49","A","And what sort of things did you do as children for entertainment?  Ride your horses I suppose? ",""
"","B","That's right.  We lived on it!  That's right. ",""
"","A","And where did you ride to?  Very far? ",""
"","B","Oh we used to go to Riverstone to friends of ours, most Sundays.  My friend and I we'd ride up to Riverstone - think nothing of that! ",""
"9.15","A","There was no traffic then I suppose? ",""
"","B","No ...  quiet.  No tar roads. ",""
"9.22","A","And no worries about security or anything? ",""
"","B","Didn't have to worry, no. ",""
"","A","That's changed now hasn't it? ",""
"","B","My word.  Getting very serious isn't it? ",""
"9.35","A","And what about in school holidays, did you go away to the seaside or anything like that? ",""
"","B","No.  Not really. ",""
"","A","The bakery kept you here I suppose? ",""
"","B","Yes.  That's right.  We'd go to Windsor swimming of a weekend. ",""
"","A","What, to the pool there? ",""
"","B","No.  To the river. ",""
"","A","Blacktown didn't have a pool in those days did it? ",""
"","B","No.  Nothing like that. ",""
"10.00","A","And what about health services in the area?  Was there a doctor locally?  ",""
"","B","One doctor for a time and then one nursing sister and later on there was two doctors and two nursing hospitals. 5 ",""
"","A","So what happened in an emergency?  There wasn't a hospital at Blacktown then, so what did you do? ",""
"","B","Parramatta was the closest. ",""
"","A","That was the closest?   ",""
"10.38","A","And did you have a telephone at home? ",""
"","B","Not at first.  Later on we did for the business. ",""
"","A","So it would have been rather difficult in an emergency to ring the ambulance or ... there probably wasn't an ambulance? ",""
"","B","There was an ambulance - later - and Tony Power, but he was a very capable man.  He was a big help to the community. ",""
"11.14","A","And what about the other little hospitals that you mentioned?  There were two? ",""
"","B","Yes.  There was two private hospitals.  Sister Rawlings and Sister Overton. ",""
"","A","Were they general hospitals? ",""
"","B","No, just in their own homes. ",""
"","A","They were maternity were they?  Both of them? ",""
"","B","That’s right, yes. ",""
"","A","So that was the only thing catered for, the maternity part of the hospital. ",""
"11.45","A","And did your mother ever have any emergencies with the children? ",""
"","B","No. ",""
"","A","That was lucky wasn't it, with three boys? ",""
"","B","We just didn't seem to get sick!  I never went to a doctor till I was expecting the first child at 30. ",""
"","A","Really! ",""
"12.00","A","So did your mother have any electrical appliances in the house? ",""
"","B","Our home was all fitted out with the wiring and so forth for when the electricity was turned on.  Quite a time I think before we had an electric stove.  But anything that was available, we had the comfort of that. ",""
"","A","Did your mother cook on the fuel stove, did she?  Until then. ",""
"","B","Yes.  That's right. ",""
"","A","Which would heat the house at the same time? ",""
"","B","Yes. ",""
"","A","Was it good food on the fuel stove? ",""
"","B","6 Oh, yes.  I think so.  When you didn't have any different, or knew no different, everything seemed to fall in line with everyday living, sort of thing, as it was. ",""
"12.54","A","So when you finished at primary school did you go to high school in Blacktown? ",""
"","B","No.  I went to Parramatta for a time.  But I left it when I was 14.  And then when I was 16 my parents bought a property further down right in the main street and started a cake shop and small goods, mixed business, which we did very well at.  My sister and I served in the shop and my friend, Joan Watterson, she'd come in and she was nine years younger than I and she always had her two sisters with her - there was seven in their family - and Joan would have her youngest brother always on her hip, and I used to think 'What a little mother she is!'   And I hadn't seen Joan then for quite a number of years.  Of course she'd got married and I didn&apos;t know her as Joan Jeffery until another friend of mine made known that it was Joan Watterson!  And I've been quite friendly with Joan since I've picked up again.  But that nine years makes a big difference when you're young especially.  And Joan's dad was one of the policemen here.  There was two policemen at the time. ",""
"","A","So it wasn't a very big community for them to have to look after I suppose? ",""
"","B","No.  So different. ",""
"","A","There would be a lot more now wouldn't there? ",""
"","B","My word, yes. ",""
"","A","But I suppose that kept them busy. ",""
"14.50","A","So, when did you get married - when did you meet your husband and get married? ",""
"","B","Yes my husband was reared at Toongabbie.  That's only about five miles from here and I just met Greg at the local dance, really. ",""
"","A","Did you? ",""
"","B","Yes.   Got married.  Stayed here. ",""
"","A","What year would that have been when you got married? ",""
"","B","14th of June, 1941 we were married. ",""
"","A","That was before the War ... during the War really? ",""
"","B","That's right.  I was 23 and Greg was 26 or 27. ",""
"15.53","A","So when you got married did you move into your own house? ",""
"","B","No.  I lived with my mother.  After they sold the shop - the mixed business - then my mother built a new home.  It's still in Main Street, but further out, and I lived with Mum and Dad.  The rest of the family got married before I did and Greg and I lived there for a number of years.  Then we bought a property of two acres, just half a mile from the town, next to Dickens's. ",""
"","A","Oh, right.  Yes. ",""
"","B","And we lived down there for about 30-odd years. ",""
"","A","So you would have been living there during the '50s and that period just after the War? ",""
"","B","That's right. 7 ",""
"16.53","A","And what sort of house did your build? ",""
"","B","No, we still lived in the home.  It had a home on the two acres. ",""
"","A","Oh, right.  It was already built? ",""
"","B","Yes.  That's right.  And we renovated it in later years and we lived there until we shifted up here 16 years ago. ",""
"17.17","A","So what sort of house was it?  Was it a timber house? ",""
"","B","Timber with an iron roof, yes, on two acres. ",""
"","A","And what did you do with the two acres? ",""
"","B","Well my husband at that time had trotting horses, for a time, and then later on we bought a milk run and worked the milk run for Maryong.  See it was all zoned at that time and we delivered the milk around Maryong for 12 years. ",""
"","A","And did you do that as well? ",""
"","B","I had to help at times, yes.  It was a seven day a week job, you know.  If anyone was sick ... ",""
"","A","Someone had to do it! ",""
"","B","They called on me - someone had to do it.  I was the one that really knew the runs, so ... I often had someone to help with the delivery though.  I could drive the truck and get through that way. ",""
"","A","Did you deliver by horse and cart at all? ",""
"","B","No we had a motor vehicle. ",""
"18.28","A","And so what would your daily routine have been like?  Did you have your children fairly straight away? ",""
"","B","Yes.  They were still at school too in that time.  Yes. ",""
"","A","You had two children? ",""
"","B","Yes.  Just a boy and a girl. ",""
"","A","A pigeon pair? ",""
"","B","That's right. ",""
"","A","So what would your daily routine have been - did you take them to school? ",""
"","B","Yes.  But it was local.   ",""
"","A","So they could walk? ",""
"","B","That's right.  Marie went to school just not far down, and then Gary used to go to the High School.  Well we got him a bike and he used to ride his bike across to Mitchell High.  And Marie went to Grantham High School down at Seven Hills. ",""
"19.21","A","How did she get there - by train? ",""
"","B","No.  She got a bike. 8 ",""
"","A","Oh, did she? ",""
"","B","Yes.  She used to ride a bike. ",""
"19.31","A","And were the roads sealed roads by then? ",""
"","B","Yes.  When they were riding to school they were sealed. ",""
"","A","And was there a bus service that they could use? ",""
"","B","Yes, there would be buses but we never had to rely on buses.  There was only bus at Blacktown at that time and it was called the Parklea bus.  It just went from the station out to Parklea. ",""
"","A","And that was the only bus? ",""
"","B","That's right. ",""
"20.09","A","So did you belong to any community groups or anything like that, like Red Cross? ",""
"","B","No, not in the early days. ",""
"","A","Or school P &amp; C groups? ",""
"","B","Yes.  Would be.  Yes I think we paid in at school to the Red Cross, but later on I don't remember being involved in anything like that. ",""
"","A","You didn't belong to the CWA or the Bowling Club. ",""
"","B","The Bowling Club in later years, yes.  Still do, but I don't play bowls. ",""
"","A","You just belong to it for social activities do you? ",""
"","B","That's right.  Yes. ",""
"21.02","A","And what about when you ... how did you manage to do the shopping?  Did you have to go and get your own shopping or was it delivered? ",""
"","B","Yes.  You could have it delivered, but we always lived right close in the town and managed just to go down and get whatever we wanted. ",""
"21.24","A","And what about your children, what sort of things did they do for recreation after school? ",""
"","B","Oh, yes.  They were taught swimming during their early days at school and then they went to ballroom dancing at Wentworthville and learned the ballroom dancing which they were very interested in. ",""
"","A","Both of them did that did they? ",""
"","B","Both of them.   My son's always been interested with motor cars - still is!  Eastern Creek interests him a lot these days. ",""
"22.14","A","And was there a local cinema or picture show? ",""
"","B","Yes.  The first one was the Rivoli Theatre and it was burnt down and it was rebuilt.  The same people that ran it -owned it - rebuilt a new theatre. ",""
"","A","And did your children go there on a Saturday? ",""
"","B","9 Yes they used to go there.  In our earlier days we used to go a lot to the Roxy at Parramatta.   ",""
"","A","Oh, did you? ",""
"","B","Yes.  That was a favourite. ",""
"22.55","A","Was that before the Rivoli was built? ",""
"","B","Oh, no.  The Rivoli was built ... oh ... ",""
"","A","That was always there? ",""
"","B","That was always there.  The first one got burnt down.  We only lived two doors from that. ",""
"23.12","A","And what did your children do in the school holidays?  Did you ever take them away or go camping or go camping or anything like that?  ",""
"","B","Oh, yes.  My parents had a caravan and later on, when they retired and we used to go to The Entrance a lot and spend the holidays up there at The Entrance. ",""
"23.35","A","What about household finances?  Who managed the household accounts, you or your husband? ",""
"","B","I did. ",""
"","A","You did?  You were the money manager? Yes, that's right. So did he give you a certain amount for housekeeping and you managed it or ... ? ",""
"","B","I was really never on an allowance, I've got to be honest about it. ",""
"","A","But you did all the paying of all the bills? ",""
"","B","That's right, yes. ",""
"24.11","A","And did you have any hobbies yourself?  Did you do dressmaking or ... ? ",""
"","B","Oh, yes.  I used to dressmake.  I'm very fond of knitting.  We always used to go to the local dances.  Greg and I shared our pleasures in that respect.  Oh then we were interested in trotting.  Greg used to train some trotting horses. ",""
"","A","You both shared that interest in horses? ",""
"","B","That pleasure too.  Yes.  We were always able to take the children with us, although they were never very keen on horses.  More the motor car! ",""
"24.59","A","And what about Churches in the area.   Did the Churches play a big role socially in those days back in the '50s? ",""
"","B","There was the Church of England Church in Flushcombe Road and we used to go to Sunday School there, like when we were young.  And the K-Mart bought that property and they shifted across the road which Church of England Church is still there. ",""
"","A","But the old Church was demolished was it? ",""
"","B","That's right, for the K-Mart building parking area.  There was always the Catholic Church down where Patrick Mall is built now.  It was a school adjoined at the Catholic Church. 10 ",""
"","A","The little school that's across the road from that, is that the Public School you went to? ",""
"","B","Yes.  The one in Flushcombe Road - the brick building. ",""
"","A","Not far from the library. ",""
"","B","No.  One school backed on to the other. ",""
"26.16","A","And did the Churches have social activities?  Did you or your children go to any youth groups or dances or anything at the Church? ",""
"","B","No.  Not in the early days I don't think there'd be anything, no. ",""
"26.36","A","After the War, there were a lot of European migrants came to live in Australia and quite a few settled out here in the Western Suburbs.  Did you have anything to do with any migrants that came out here?  Were you aware of them? ",""
"","B","They never made any difference to us? ",""
"","A","You didn't know there were any or they just sort of fitted into the community? ",""
"","B","They just fitted in. ",""
"","A","They didn't change your life in any way? ",""
"","B","No.  Not so ever. ",""
"","A","And what about industry in the area?  Where was there much industry in Blacktown back in the '50s? ",""
"","B","Not very much.  After the War a lot of the returned soldiers settled on poultry farms.  That seemed to be the main thing.   ",""
"","A","That was really the main industry? ",""
"","B","Farming and so forth - and then later on a lot of Maltese bought properties and a lot of market gardens with the Maltese. ",""
"","A","And they're not around anymore are they, the market gardens? ",""
"","B","No they've sold out well and a lot of the farms have been developed for housing. END SIDE A SIDE B ",""
"0.08","A","So when you look back over your life in the area, 'cause you've lived here all your life, you must have seen a lot changes take place - when you look back over your life in the '40s and '50s and then look at what life&apos;s like now and how it changed after the War, what would you say would be the main differences or the main changes you'd notice? ",""
"","B","Progress in every way.  Blacktown was ... one time if you went to Sydney and you had things delivered and you mentioned Blacktown, they'd have to look at the map to see where Blacktown really was, and then when the delivery came to Blacktown. ",""
"","A","And so Blacktown's really established itself on the map now! ",""
"","B","Oh, terrific, yes. ",""
"1.16","A","And what about ... how did you feel about the landscape changing from the bush and the more countrified environment to being a busier shopping area and more houses?  Did that worry you at all? ",""
"","B","11 No.  It didn't worry us.  I think it's, you know, it&apos;s nice to see the progress that ... ",""
"","A","Shopping facilities would be a lot better now? ",""
"","B","Really good shopping, yes.  We've got everything here when you're shopping.  Yes.  Got everything here in the shopping. ",""
"1.50","A","And what about the traffic? ",""
"","B","Well, you've got to learn to live with that! ",""
"","A","That's one of the prices you pay for progress? ",""
"","B","That's right.  We've got it here, but we don&apos;t ... you get used to is.  You just take no notice of it. ",""
"2.07","A","And how do you feel about the old buildings that have been demolished and some of the old landmarks that have disappeared? ",""
"","B","Yes.  It's a shame to see some of them that have been demolished. ",""
"","A","Does that make you feel a bit sad to see them go? ",""
"","B","That's right.  It does so.  Yes. ",""
"2.30","A","And what about the security in the area?  That would have changed a lot since the early days wouldn't it, where you didn't have to lock up and that sort of thing? ",""
"","B","That's right.  Yes.  You'd go out and never turn a key on the house or anything or the likes of that.  Never bothered locking your cars, but today you've got to lock your house up and ... it's so different.  It's a bit frightening in a way - what you hear, what has happened. ",""
"3.08","A","And so generally how do you think life is, say for a young mother living here now bringing up her children, compared to what it was like when you were bringing up your children.  Do you think it's better or ... ? ",""
"","B","Well.  I think a lot depends on the parents.  Course some have troubles - even good parents have troubles at times don't they, with their children? ",""
"","A","Do you think it's easier though for the mother, you know, to shop and do her housework and all that sort of thing? ",""
"","B","Of course I think when two go to work it's asking a bit much of the household in general.   ",""
"","A","And a lot of women do work now. ",""
"","B","My word.   ",""
"","A","Have to I suppose. ",""
"","B","Not much choice is there? ",""
"4.03","A","And not a lot of women did work in the '50s did they? ",""
"","B","Not really. ",""
"","A","No.  A lot of women were at home doing domestic work. ",""
"","B","With the family. 12 ",""
"","A","So generally speaking then, you think that most of the changes have been for the better?  And some of the other things you have to put up with? ",""
"","B","I think it's for the better. ",""
"4.29","A","And you look back on your life here in the '50s and think you had a reasonably happy life even so, you didn't feel you were hardly done by? ",""
"","B","No.  Not really.  We were always in ... my parents were in business.  We always had full and plenty in that respect.  But I think times are better on the whole for young ones and all. ",""
"5.00","A","Well I think that's about it.  Thank you very much.  Unless you can think of something else you'd like to add. ",""
"5.07","B","During my school days I remember the Thursday night after the cattle sales at Flemington, or Homebush, was finished there was three drovers and they'd have their couple of cattle dogs and they used to drive the cattle  - they used to leave apparently at midnight at Homebush - and drive the cattle all the way through to Riverstone Meat Works.  They used to come through the Blacktown Main Street and across the railway line. ",""
"","A","And they were going to the slaughter were they? ",""
"","B","To the slaughter at Riverstone Meat Works. ",""
"","A","And this happened regularly did it? ",""
"","B","Every Thursday night.  Friday mornings they'd be here at Blacktown.  You'd hear them calling out to their dogs and so forth as they went through the Main Street because we lived in the Main Street. ",""
"","A","It would be like the Wild West! ",""
"","B","Yes.  That's right.  Big herd of bullocks! ",""
"","A","OK.  Thank you very much for that. ",""
