"time","speaker","text","notes"
"13.32","B","And the children went to school nearby? Yes. The children went to school. First they went to the Catholic School. Then from there they went to the Catholic Schools in Parramatta. ",""
"","A","And did they walk to school from here? ",""
"","B","No. They always had to catch buses. ",""
"","A","Did they? There was a bus service? ",""
"","B","From Wenty there was a bus service. And then when the Maltese built this Church up here, Our Lady of Peace, the youngest one, she went there. She went to that one and then she went to the Mercy College in Parramatta. ",""
"14.15","A","And so you had your family living around you, or close by – your father? ",""
"","B","Yes. ",""
"","A","And you were an only child. Did your mother live here too? ",""
"","B","Yes. With my father, yes ",""
"","A","And did you have other relatives? ",""
"","B","Then I had an uncle. An uncle who came from Malta and he lived on this road but a bit far from me, but we used to see each other. You know, he used to come here or I went there to visit him. That's all. ",""
"14.52","A","What did you do for help looking after the children, after school or if they were sick or anything? Did you have anyone to help you? ",""
"","B","No. I did it. My mother used to come and help me when they were babies. She stayed with them up there and look after them you know, she used to do that for me a bit. But I did it all by myself. ",""
"","A","And the Maltese community around about- did you get support from them if you needed help in any way? ",""
"","B","Well you don't get support, but we were very, very close. If anybody is sick, you know that that man's sick. If there is a wedding everybody is invited. If somebody has a baby, everybody knows there is a baby. We were very close. ",""
"","A","So that is a nice feeling of security? ",""
"","B","Very, very nice feeling. Very nice feeling. And I always …we started it because I was involved with the Lavalett Social Centre. ",""
"","A","What name was that? ",""
"","B","Lavalett Social Centre, and Mark, the one that … we started to have some reunions. We used to invite all the oldies like that, so we all used to meet each other, because then when the children started to grow up, you know, then the Maltese sort of separated a little bit because then you have the families. Sunday they all come to your place and you're occupied with your families, and before it wasn't like that. Before when we had the children small we used to visit each other a lot. If she comes to me, then I go to her, and that's how we used to spend the Sunday afternoons -visit each other. But then when the children start to grow you get involved with your family. They come to you, you go to them, and so then it got a bit separated. But we always kept in touch until the new ones started to come after the War and then. I tell you, most of them I don't know. ",""
"","A","Really! ",""
"","B","Yes, I don't know who they are. But we started to have these reunions as I said, with Lavalett and they were very, very enjoyable. Sometimes you don't see those people for years, and with these reunions you get together again and you talk about the old times and what's been happening. It was very, very enjoyable, but then we stopped it. ",""
"17.56","A","Were most of the Maltese women doing the same sort of thing as you, working in market gardens? ",""
"","B","Yes. Most of them. Market gardens and poultry farms. Very few that went to work. Then when they started to come after the War with immigration, then the women they all went to work in factories and things like that and they all lived … people here, they took the chickens off the sheds and put people in them that came from Malta. They lived in shed! ",""
"","A","Literally in chicken sheds! ",""
"","B","And chicken sheds not like they are today, the old fashioned way, you know. Just a bit of wire here and there and that's the way they lived with four and five children. But wherever I go I always praise the Maltese people, because they are people that ... they want to do everything for themselves. They don't ask for help. They do it the hard way, but they get there. It's very, very ... I went to a seminar, as a matter of fact, at Macquarie University for three days. It was about the ethnic people and, you know, everybody moans. Who wants this, and who wants that, who wants holidays, who wants this! I could never find a thing to say that the Maltese didn't get by themselves. If they wanted a house, they built their house. If they wanted a holiday, they saved for their holiday and they went. Whatever they did, they did it by themselves. They came out of their sheds, they went into their homes, they brought up the family and they did well. For that I praise the Maltese because they are people that ... they do it by themselves. ",""
"","A","Very self-sufficient. ",""
"","B","Yes Because in Malta, when I was there, it was very poor and men would get maybe 15 shillings a day. They all had very big families. If you get sick, there was no money coming in, no pension, nothing. Nothing. If you get old, you know, you beg. They were those people that always managed under big hardships, and that big hardship saved them when they came to this country. Although they found, you know, there was land to be worked, there was hard work to do, they got into it and they did what they wanted. For that reason I really praise them. I've got great praise for the Maltese people really. ",""
"21.18","A","And did you find that things improved after the War in any way? ",""
"","B","Straight after the War it was very hard for the people that came here because there was no homes to rent. There was some kind of accommodation. I had to make accommodation for a family of four and five. Well I make that accommodation for them, and then, you know, I can't keep them here for a long period, but there was nowhere for them to go! So they went and lived in a shed. You put them up as long as you can, until they find a home where they can get into. ",""
"","A","So without that support from the community… ",""
"","B","No you couldn't come up here. My father was in charge of all these things here. He did everything for the Maltese around this district. And, you know, it was hard. It was very, very hard. But that hardship paid in the long run, because they didn't come here and expect to find everything ready for them. They didn't expect to find a house ready for them. They came here to get better, to improve themselves, whatever comes - and they did. ",""
"22.43","B","They were willing to accept... They were very willing to accept. No matter what hardship they had to suffer, they did it, because they know that at the end of the day… because this was a good country, and they knew that if they worked hard they will get somewhere - which they did. And I tell you today, these districts here are the richest people around. Up to Blacktown they all their land, they all sold it, and they really did well. And I can't say that the Maltese need anything that they will ask the Government to do for them. I can't see anything. ",""
"23.34","A","So what did you do about shopping in the area? Did you have shops nearby? ",""
"","B","Most of the shopping, we used to go into Parramatta, but in those days the grocer used to come here, give it the order, she brings the groceries here. The butcher, he comes here. The baker, put the bread in the box outside. Milk, we used to get it from next door. They had the cows. Eggs, we had the chickens. So it wasn't hard. Some people say it's harder today for the people than it was in those days. We had everything done for us here because otherwise you wouldn't have time to go and do any shopping. But like that you've always got your shopping home. Many times, many times we never touched that cake for a month! We didn't have time to do it. But you managed, you know, whatever you've got you do with and you cook with. We had plenty of vegetables, so we never went hungry. We always had good food on the table for the children. ",""
"24.52","A","Did you have a car to go shopping with? ",""
"","B","We had a little truck. It used to be an old Chev. He bought it for five pounds. ",""
"","A","Five pounds? ",""
"","B","Five pounds. Because it wasn't going. Men had it thrown in the paddock for an awful long time, and he bought it for five pounds. We fixed it like a little truck - just a little truck - and we had it for the garden here. That saved us an awful lot of, you know, money or when anything's in big boxes ... always bring it up, and it was good for us. It worked for us. And we did then buy a car and oh, gee, I'd say about five or six years after we got married. Then we saved - or even more than six years. We had the truck, but he registered it and it took us anywhere. And then we bought a new car and in our life, though, we only had two cars. ",""
"26.10","A","And what about clothes, shopping for clothes? ",""
"","B","Oh I used to go to Parramatta and my mother made most of the clothes for my children, and I knitted a lot, and whenever it was a rainy day then I'd do a bit of sewing. And they were very well dressed children. I looked after them - washed well and looked after their clothes. Whatever that was for – for good they had their good clothes, for home they had their home clothes, and wherever I took them they were always beautifully dressed. I mean to say, you know … ",""
"26.50","A","And what did you do for entertainment, or didn't you have enough time for that? ",""
"","B","Well once in a while we used to go and see a film. Not always. Maybe in winter mostly. And then the children -the three - used to go to sleep. So it wasn't much fun. So then we decided that if there is a good film. I go say in the afternoon, and he stayed with the children and then he goes at night and take the eldest one with him, because she didn't go to sleep. So we managed like that. Otherwise, you know, you go visit people or something like that. They talk about the garden and the women talk about their families and that's what it's all about. You get it all. The radio -we had the radio as well. ",""
"27.53","A","And did you have time to do anything of your own interest? No. That's how it was. No. No interests. Never your own interests. I didn't even think of it, you know, because you'd be so busy that you can't really make it, and there wasn&apos;t any at the time. The Maltese - there was no Associations, nothing. So everybody you know is there at work from morning till dark, and that's it. ",""
"28.35","A","And when did you notice the change start around here with the market gardens being sold and people building more houses? ",""
"","B","Well this started since ... this land here was one of the first that came out of the green belt, and we sold this land for next to nothing. Five thousand dollars we sold three acres of land. Mr. Askin has a lot to do with it. ",""
"","A","What would you have paid for it when you bought it, do you remember? ",""
"","B","Well he paid 700 pounds. ",""
"","A","Seven hundred pounds He sold it how many years later? ",""
"","B","Oh, gee, I'd say 20 years later for five thousand. But to what is going today that was nothing. You only get it for half an acre or one acre. But, oh well we managed. ",""
"29.41","A","So you had the three acres for the vegetable gardens as well as the area that the house was on, did you? ",""
"","B","Yes we had all this right down to the creek, down to Wyeena Road. ",""
"29.58","A","So did you find the churches in the area played a big role in your life? ",""
"","B","The school did, like we used to, you know, bake cakes and send them for the fete and the schools they have a fete or something like that. I used to take part in it where the children were involved. I always did. That's the only thing really, but the Church was the Parish of Wenty. And then when the Maltese were all around here the Maltese started to think that they'd build a Club and they started - my father was the Treasurer and the President – and they started and there was 700 pounds. They got 700 pounds, put them in the bank, but then the Association didn't keep going. So my father said those 700 dollars would stay in the bank till something turns up the Maltese want to do, and they decided to buy the piece of land up here at Pendle Way, on Old Prospect Road, and they wanted to build a Church. And so that money was the first money that went in there and they bought the land, they built the Church. The Church was paid before it was finished. ",""
"","A","Now is this a Catholic Church? ",""
"","B","This is a Catholic Church, and now this church here is one of the best churches in, I'd say, New South Wales. There's schools, high school- there's everything in it! ",""
"","A","Was there a Catholic Church ... ? ",""
"","B","Wenty. ",""
"","A","Oh you had to go to Wentworthville. ",""
"","B","That was the Parish. But before I got married we used to go to Toongabbie, and the Toongabbie Church was the Catholic - the Catholics owned it. But we'd go to Church in the morning and it used to be a picture theatre – showed films and all that - during the week and on Saturday, and the Monseignor from Parramatta, McGovern, he used to come and say Mass here every Sunday. But we always had a Church. ",""
"32.40","A","And so when you went to the movies, that was where you went was it? ",""
"","B","No. We went to Parramatta when I got married... END SIDE A SIDE B ",""
"0.03","A","Was there much industry in the area? ",""
"","B","0 05 At that time there was only Bond's. Bond's clothing? Bond's Cotton Mills. I don't think there was any more industries at that time. And during the War the Manpower got me. They didn't want me in the garden so I had to go to work at Bond's. ",""
"","A","In the cotton factory? ",""
"","B","In the Cotton mills, yes, and I didn't like it at all. It made me a bit sick. I was always very thirsty. I was sick. But I worked very hard. ",""
"","A","What, because of the cotton? ",""
"","B","Yes. It didn't agree with me. ",""
"0.47","A","What did you do there? ",""
"","B","Well I had to run a machine. I was running a machine, and today there's men on it, not women. It was very hard. What we called the card room. I worked in the card room. ",""
"","A","And that was turning the cotton into yarn? ",""
"","B","The cotton into yarn, yes. The spinning wasn't as bad, but the card room is bad. It's really a man's job. But today there's men in it. ",""
"","A","Why do you say it's a men's job - is it a heavy job? ",""
"","B","Because you have to carry heavy cans and things like that, and the machines are very .. makes a lot of fluff, and I found it hard. ",""
"","A","How long were you there? ",""
"","B","I was there till I got married. I used to work from seven o' clock sometimes till eight o' clock at night with overtime, and Saturday as well, for five pounds. ",""
"","A","Five pounds a week? ",""
"","B","Yes. Five pounds a week. But sometimes I was earning more than a man - but I worked all that. And then when I got married, my husband didn't want me to go to work, and he said 'No'. He said &apos;We work here together, you don&apos;t have to go out&apos;. He said &apos;I&apos;ve been by myself most of my life' he said 'and now I got married, you&apos;re not going anywhere!&apos;. So I stopped going to work. I told them I was going to finish, but the Manpower didn't let me. ",""
"","A","Really! ",""
"","B","No. And one of the men, I said to him 'Look he doesn't want me to go to work&apos;. He said the only thing that will exempt you from going to work is to get pregnant! So I said 'I wish I can!' (Laughs). And I did! ",""
"","A","Oh, that was good. ",""
"","B","I did. I got pregnant and I stopped work then. ",""
"3.02","A","Did you do that ‘specially so you could stop working? ",""
"","B","No, no. We wanted children straight away anyway. But I thought that I wasn't one that would fall pregnant straight away. But that helped anyway at that time, and I did, and then I left work. But then there was plenty to do here, you know, and we had to send so much vegetables to the Military all the time, that we were keeping the Military going with the vegetables and things you know. ",""
"3.40","A","Talking about having your babies, did you have them in local hospitals? ",""
"","B","There was no local hospitals. I had three in Crown Street and one at St. Margarets. ",""
"","A","Really, that's a long way to go. ",""
"","B","A long way to go, yes. And when I had, ‘specially the first one, you didn't pay anything. You go in and go out, but I tell you, you suffer. Because the food - no food - they used to give you one decent meal a day, say for lunch, and then tea you have a piece of bread and jam and a cup of tea. ",""
"","A","Really! ",""
"","B","Yes. And your sheets never changed. You know, after having a baby. ",""
"","A","Public wards? ",""
"","B","It was all public. For us it was public. But I didn't suffer, because although it was in Sydney, he came to see me every day. Always visited every day. ",""
"","A","He must have been very busy while you were in hospital. ",""
"","B","Tired. He was very tired. But my father used to go to the markets and he used to visit me as well and they always brought me food in, you know, but people that didn't get food from outside, you know, they suffered. Because you have to feed the babies and .. ",""
"","A","It's not enough nutrition? ",""
"","B","No, not enough nutrition at all. When you used to come home you could hardly walk you were so weak. ",""
"5.20","A","What about doctors in the area for other health treatment? ",""
"","B","Oh, our doctor was in Parramatta. We had to go to Parramatta to see a doctor ",""
"","A","So if there was any emergency, what did you do? ",""
"","B","You go to the hospital. ",""
"","A","In Sydney? ",""
"","B","In Parramatta. The Parramatta Hospital, but there was no Maternity there, see. Only just the hospital. It was a small hospital at that time anyway, just a big house. But oh, we managed as well. We had the children and we came home. ",""
"5.53","A","What about the dental service? Did you have to go to Sydney or ... ? ",""
"","B","Parramatta. Yes ",""
"6.04","A","And what about the roads and the transport around here, when you first came here? ",""
"","B","Oh, there was a bus. You catch a bus. You seemed to manage with whatever you got, you know, you don't ask for anything else. If there is a bus every hour, you make sure you catch it at that hour, and catch it back. You don't complain. People never ask for anything at that time. They were happy with what they've got. ",""
"","A","Were the roads all dirt roads? ",""
"","B","Most of them were, yes. Where we lived with my mother and father, if it rained, you couldn't go down there. You know, it was very, very bad. Very bad. Water was bad, because at that time when we started our garden over there, there was a drought very bad, and we couldn't even water the garden. We only had half an hour to water in the morning. You couldn't grow anything. ",""
"7.05","A","How much land did your father have? ",""
"","B","My father had four acres of land. ",""
"7.12","A","And what about electricity and gas services and sewerage? ",""
"","B","We had … sewerage, no. It's about 20 years since we’ve had sewerage here. We had the toilet outside. ",""
"","A","Until the 1970's? ",""
"","B","That was the hardest thing that I found when we came here, because I was brought up with sewerage, and the toilet I couldn't get used to it. And Mum used to stay in the door to see if anybody's watching me going to the toilet. (Laughs) ",""
"","A","The gardeners? ",""
"","B","Yes. I used to say 'Mum, I want to go to the toilet' and she&apos;d go and stand in the door and say 'No, nobody's looking. Go!&apos; (Laughs). ",""
"7.59","A","And you had gas and electricity? ",""
"","B","We had only electricity. We had electricity, no problem ",""
"","A","You said you had a stove ... ? ",""
"","B","Yes, my husband had a stove to cook on and for the bath we had a chip heater. ",""
"","A","So where did you get the wood for that? ",""
"","B","Oh, you get it where… ",""
"","A","Collect it yourself? ",""
"","B","Yes. You go across the creek there, there was a lot of branches and trees. ",""
"","A","Who did that? ",""
"","B","I did it and he did it. We always had a box full, so we always had plenty of hot water that way. And we had the copper outside to wash. That's the washing machine the copper. ",""
"8.43","B","When did you get a washing machine? Well during the War I had two children and didn't have a fridge You couldn't get a fridge from anywhere. I don't know how many places we had our names down, and even in Sydney –Farmers - because with two children, you know, you had to have somewhere to keep your milk and things, and we couldn't get it, nobody told us. Then one day my husband went to Parramatta and he saw Wattmuffs on Jewell Street going in with some fridges and we had our name down. ",""
"","A","Who was it? ",""
"","B","Wattmuffs ",""
"","A","Wattmuffs? ",""
"","B","Yes. And he saw them going in with some fridges and he went in and said 'Am I going to get one of those?’ and he said 'Have you got your name down?’ He said 'Yes&apos;. And then he went on and on and on and he said 'There's plenty before you&apos;. And he said &apos;Look, if you can give us one of those we will pay you cash.' And he said 'No&apos;, he said &apos;we can&apos;t do that.&apos; He said &apos;But we've got two little babies because my second baby was born not even quite 11 months after the other one so we had two little babies. And he said 'I've got two little babies at home and we haven't got anywhere where we can keep their milk.' And he said &apos;Well anyway&apos; he said 'we'll see.&apos; And George said we might have a chance. He came home and said, real happy, that we might get the chance to get the fridge, and we did get that fridge. ",""
"","A","What sort was it, do you remember? ",""
"","B","It was a nice fridge at that time. ",""
"","A","Was it a Westinghouse or a Colda? ",""
"","B","No, it was one ... they've got it here now, still going. ",""
"","A","Kelvinator? ",""
"","B","Kelvinator. Anyway we got this fridge and he didn't want cash money. ",""
"","A","He didn't? ",""
"","B","No. He said 'Don't give us cash money.&apos; He said &apos;You&apos;ve got the two children you might need that money.' He said 'But we don&apos;t have time to come and pay the money every month sometimes' He said 'It doesn&apos;t matter&apos; he said, &apos;pay bit by bit&apos;. 1 1.31 ",""
"","A","Did you pay interest? ",""
"","B","Oh you pay a little interest I suppose, but to please him, George said 'All right then.' And then we were going 'Oh, gee. Today we have to go and pay the fridge!' You know, always on your mind. And George would look at it. 'Take that money that we saved for the fridge and give it to him · And we did about three or four payments, and I took all the money and I said 'Take all this money and it will be paid' I said 'because we don&apos;t have time to come on the day’. He said 'I told you you don't have to come on the day &apos;. I said &apos;Please take it&apos; and then he took it. I said 'Take the lot.' ",""
"","A","He probably wanted the interest! ",""
"","B","He didn't want it really. He was a nice man. ",""
"","A","Was he. ",""
"","B","Yes he was a very nice man. And then even the washing machine … oh, I washed in the copper for an awful long time after that. And then George put our name down as well for a washing machine and then we got a washing machine as well, one with the rollers. ",""
"12.43","A","And that was after the war was it? ",""
"","B","Oh, yes after the War. Oh yes, I had three children then. But they always were clean. A lot of washing with the garden, you know, the children were… ",""
"12.55","A","What did the children do for entertainment when they came home from school, for instance? ",""
"","B","Well they always had their friends here. They never worked in the garden. We never put our children in the garden. Never! We always did it ourself. I used to say to him 'Look they're all running around out there. Tell them to bring you a box in.' He said 'If you think you&apos;re tired you go and I'll do it by myself. I don't want the children in the garden.&apos;  So they used to play, do their homework, they used to get some friends. They had swings. Children, they entertained themselves very well like that. They had each other. ",""
"","A","That was before television! ",""
"","B","Before television. But they had the radio. They liked the radio. And they had to do homework. They never complained. They still say for today that they had a beautiful childhood. ",""
"13.52","A","They enjoyed it? ",""
"","B","They enjoyed every minute of it and they grew up and they got married. They had each other, the family. One sewed for the family, the other one Saturday polishes all the shoes –everybody’s shoes. And that's how it went, you know, and they were very, very satisfied. ",""
"14.12","A","They all did a little bit to help with the chores? ",""
"","B","Yes. They helped with the chores in the house. Sunday I'd stay in the kitchen. They did the house, like everybody did his own room, and we managed very well. They were very happy. Sunday was family day then. Sunday George used to say 'Today is God's day and the family&apos;s day.' I'd cook and off we&apos;d go, take them for a drive and they enjoyed it. ",""
"14.41","A","Did you go for picnics? ",""
"","B","Yes. We used to take them for a picnic near the beach in summer. ",""
"","A","Which beach did you go to? ",""
"","B","We liked to go to La Perouse. Sometimes we went to Manly. Oh, you know, they always had… ",""
"14.56","A","So your husband must have enjoyed having the day off on Sunday? ",""
"","B","Yes he did because when we did work right through Sundays, which most people did, you know by the end of the week you are so sick of the garden. Always your face in the mud, always your face in the lettuce, and that one day break, it do you good. You start fresh on Monday. See, Sunday a lot of people cut just the same and send it for market on Monday. We never did. We never did. Whenever we had to do it was because my father had big orders or something like that, and he depended on George - on my husband - virtually it was because if he had say some customers, and they were very good customers, he depended on George's stuff. Because we never put the small lettuce underneath and put the nice ones on the top. It would be right through. If it's a smaller one it goes in a different box. So he depended on his stuff a lot. But we really had to work, really needed that stuff whatever it was, to work on a Sunday. And when we did we used to wake up in the morning, cut whatever it is till about eight o'clock, and come in here and go to Church, get dressed, take the children to Church, we go to Church - and the day is ours which was very good. It was very good. It was family day together. And the children looked forward to it. Oh, I can't say we had a bad life. It was hard, but it was good. ",""
"17.00","A","Hard but enjoyable. And when the place started to change after the war, in the 50’s or 60’s would it have been, when the land was sub-divided and houses started to be built? ",""
"","B","That's when it started to change. Then the people separated. Like, before, three houses away was my next door neighbour, but we saw each other every day, we talked every day to each other. Then when the houses … as it is today - we don't see each other like it is now. You don't see each other for four years sometimes! ",""
"","A","And you’re right next door! ",""
"","B","And opposite which we used to see three times a day each other. And then one day I went shopping at Woolworths and my neighbour opposite, she said ‘we had to come to Woolworths to meet!’ I said 'What a change, Doris!' She said &apos;Yes &apos;. ",""
"18.08","A","It's a different way of life now? ",""
"","B","Yes. A way of life. Really different all together. Got good neighbours. If I know or she knows I need something, they all come and they tell you , you know. But we are not families that we go into each other's houses. No, it's different. ",""
"18.31","A","And what about when the shops started turning into supermarkets rather than the little corner shops and things like that? Did that affect you very much? ",""
"","B","Oh, well it took a day, you know say Friday At that time when they first started my father used to take me and my mother to do the shopping and you have to take that Friday that you go and do the shopping. Which before you didn't, you had everything behind the door. But then we didn't have the garden. ",""
"19.08","A","When did you stop the garden? ",""
"","B","Oh, the garden stopped ... about 28 years ",""
"","A","Twenty- eight years ago. So that would have been in the '70s. ",""
"","B","In the '70s. yes. ",""
"19.31","A","And why did you decide to give that up? ",""
"","B","Because then you can't ... if next door sells, you have to sell yours too. Because then the Council, say if you have 14 blocks, you have to pay rates for the 14 blocks, so where are you going to get that money from? You had to sell. ",""
"","A","So it was really the place being suburbanised and being subdivided forced you to sell? ",""
"","B","Subdivided, yes. You had to sell whether you liked it or not ",""
"20.06","A","And what did you do then for a living? ",""
"","B","He went out to work. He went. First he worked in a rubber factory and then it closed. Then he worked down here and it went broke And then he … that's it. He worked there. Then he went with Playtex, in the garden, he kept the gardens and all things like that and he worked till he was about 67. He worked. ",""
"20.52","A","And were things very different for you then? ",""
"","B","Yes. It was harder. It was harder to manage because you had to buy everything, sort of, and in a block what can you get? It was harder. Whatever he used to get, you know we had to really be very careful. Because everything had to be bought. ",""
"21.18","A","Did he give you housekeeping money? ",""
"","B","No. No, whatever there is. He used to put it there and everybody takes what they need you know. Say if I have to pay the registration I put the money away for registration, and what's left we do with that. Or if you pay rates, the time to pay rates, which is always the same. Always prepared. And that's the way I still do things. ",""
"","A","You must be a very good manager with all that experience! ",""
"","B","You have to be, you have to be. Otherwise, you know, you'd be ... oh, no. With a little ",""
"","A","pension, with a little bit of pension and a little bit behind you, you know. Oh, I live quite comfortable. I don't mean I go and buy anything I see. You know, I mean I'm the same. Even if I had a million dollars I will be just the same. That wouldn't change my life. But I'm not one that I say 'Oh, gee, today is Thursday and I haven't got money. I have to go for the pension.&apos; I could live here for three or four days and then I'd go. Because when I do the shopping I get as much as I can, and I always have plenty here to live on, because today I can't go out much because of my legs and I always got everything here that I need. And I'm not close to a shop either. I have to go Pendle Hill or to Parramatta, and to go to Pendle Hill it's a bit far for me to ",""
"","B","walk. ",""
"23.00","A","Do you go on the bus or ... ? ",""
"","B","I have to call a taxi and usually to go shopping, my daughter takes me. Like last night I go shopping late. ",""
"23.14","A","And what about animals? Did you have ... you had chooks, did you have any other animals? ",""
"","B","We had chooks, we had rabbits. ",""
"","A","Did you? As pets? ",""
"","B","Oh, no. We had ... not pets, no not pets. Because. Maltese people- that's a very good ... ",""
