"time","speaker","text","notes"
"","A","Really! ",""
"","B","So it was quite a huge room.  And then we had about three bedrooms, I think, and the loungeroom, dining room.  It was quite a big ... and in those days you didn't have sewerage of course.  You had the old toilet down the back. ",""
"","A","You had to put your umbrella up in the rain! ",""
"","B","Which was a cultural shock to us, because we'd never experienced anything like that!  I mean, we're city people.  We came from the city so we didn't know those things existed still. ",""
"","A","And this really was country in those days wasn't it? ",""
"","B","Oh, it was.  It was very much country.  We found the trees and all the bush very strange.  We didn't like it.  We thought it was horrible. ",""
"","A","Did you? ",""
"","B","Yes.  After the lush greens of England it was hard to take.  Everything seemed so dry and, oh, it was awful. ",""
"","A","Did you feel lonely or isolated at all? ",""
"","B","Not really.  It wasn't so much that we missed people so much as things that we'd been used to like ... as I said, we were so much into all these theatrical things and it was mainly this cultural thing, you know.  It wasn't so much that we didn't have friends and we didn&apos;t meet a lot of people and that, so we weren't lonely in that sense.  It was just that we missed all the things that we loved. ",""
"","A","Yes.  Including your cold Christmases and that sort of thing? ",""
"","B","That's right, yes.  And of course the greenness and, you know, all those lovely sort of things.  So we thought.  And we couldn't see anything nice about the Australian bush. ",""
"11.52","A","What was the landscape like around your home?  Was it very built up or was there a lot of bush? ",""
"","B","Yes it was very built up where we were at that particular time, even though it was, you know, quite in the early '50s.  But all around it was the bush and there used to be quite a lot of bushfires at that particular time, which was another thing that we had to face up to, and things like snakes and strange spiders. ",""
"","A","It'd be quite terrifying, I can imagine! ",""
"","B","It was very ... I mean we didn't get off to a really good start with Australia.  I mean we eventually did grow to love it and we do love the trees now.  But it just seemed so strange, you know.   But it was just a matter of getting adjusted and trying to be a bit more positive about things.  I think a lot of people - and I think Australians would be the same - you're 4 always inclined to think about 'we used to this' and &apos;we used to have that in England whereas you don't have it in Australia&quot; you know.  It's thinking about things. ",""
"","A","You romaticise things a bit? ",""
"","B","Yes.  Everything seems larger than life, you know.  You can't see the good points.   ",""
"13.23","A","And did your house have a lot of land around it?  Did you have a garden? ",""
"","B","We had a double block which would be ... like twice the size of this block we're on which is, in feet, I think about 50 by 120 feet, but it was double that size.  So it was quite a ... and my mother had a beautiful garden.  She did a lot of gardening.  But they were all European plants!  (Laughs) ",""
"","A","She struggled with them then? ",""
"","B","She wouldn't grow any Australian ... well, Australian natives weren't popular in those days - you didn't grow them, you know.  If you wanted to see the Australian natives you went out to the bush.  It just wasn't done.  Even Australians didn't grow them.   I know it&apos;s very popular now.  We're getting back to that. ",""
"14.29","A","And did your father grow vegetables? ",""
"","B","Yes he did.  He used to grow quite a lot.  He used to complain terribly about things like potatoes.  Because there's nothing like Irish potatoes!  And so he used to try and grow his own, but they weren't any better than the stuff we bought in the shop really.  It's just a different soil.   ",""
"14.58","A","And did your mother shop from home?  How did she manage the shopping?  Did she have deliveries? ",""
"","B","Well, she'd always had deliveries in England, but here in Australia they used to go - 'cause they had a car - that was one of the first things they got, was the car, 'cause we'd always had a car at home so that was one of the first things my father got was a car, realising how isolated we were and how cut off we'd be if we didn't have a car - and they used to go shopping together once, twice a week.  They used to go to Blacktown, I can remember, quite a lot.  And if my mother wanted to do any special shopping like clothing or anything like that, she used to go to Parramatta, and that was the big thing then.  I'm trying to think what they called what now is Grace Bros.  I can't remember what it was called in those days.  Was it ...? ",""
"","A","Farmer's? ",""
"","B","No, it was before that - or was it Grace Bros.  It might have been Grace Bros.  They had a big department store there and that was her favourite shop.  She loved that shop.  She used to get all her special things there.  And we used to go into Sydney too, to concerts, symphony concerts and operatic stuff and plays and that sort of thing.  So we did quite a lot of travelling.  It was all by stream train. ",""
"","A","To find the entertainment you liked? ",""
"","B","To find the entertainment, yes.  We used to come home ... when you went to Sydney in those days, in the 1950's and probably in the '60s as far as I can remember, you always wore a hat, you always wore white gloves.  I mean, you really dressed up, and you'd come home and you'd be absolutely filthy because of the steam trains.  You know, your gloves would be black and ... but oh, we used to love that.  It was a real ritual, because every young girl - unmarried girl - would be there with her hat and white gloves and yards of petticoats, you know - starched petticoats - 'cause that was the fashion in the '50s, and I used to love doing that.   But everything was much more formal.  As far as dress and that was concerned, everybody had to conform.  Nowdays you where what you like, but in those days if you bought a dress you brought it home and you immediately measured the hem - the length from the floor to the hem 5 - to make sure it was the required number of inches from the floor, because people didn't wear any length skirts - you all wore the same!   And the newspapers used to say 'this year skirts will be so many inches from the floor' and you'd immediately get your dresses out and alter them to suit the lengths. ",""
"","A","Fashion dictated then! ",""
"","B","I talk to people about this sometimes and they look at me as though I'm a bit odd, you know.  But we really did those things, and you wore the right kind of hats and the right kind of gloves and ... ",""
"19.10","A","Did you work in the city or ...? ",""
"","B","No, I worked in St. Marys.  I worked at the St. Mary's Telephone Exchange.  It was a very busy telephone exchange.  It was supposed to be the busiest country - 'cause we were classed as country by telephones, for anything else we were metropolitan!  But the telephone exchange was country which meant that we were the busiest country exchange in the whole of New South Wales, because you see we serviced the munition area - there's a lot of factories over there in St. Mary's factory area - and it was extremely busy.  We must have had, I think, about 24 switchboards.  There was about eight in the main telephone exchange which was the very old brick building that used to be down there on the highway and then there was ... they built a sort of a wooden structure, and they had the rest of the switchboard in there which were the first automatic telephones in New South Wales. ",""
"20.37","A","Were there a lot of women employed there? ",""
"","B","All women.   ",""
"","A","All women! ",""
"","B","All women.  There was only two men that worked there, but they worked over night- at night.   You see the telephone exchange closed down at, I think, ten o'clock.  But there was a man who slept there and if there was any emergencies or anything, he was there to, you know, connect people through.  And then it opened again at 6 a.m. in the morning.   ",""
"21.12","A","And what was St. Marys like in those days? ",""
"","B","St. Marys was completely different to what it is now.  The shopping centre was down at the highway, it wasn't down Queen Street as it is now.  Queen Street was completely full of houses and there was ... the shops that are right at the railway now, opposite the railway steps, were there then - that block of shops - and then across the road there was the other block of shops that are there at the moment and then they built a Woolworths store where Rockman's is now.  But that was probably in the middle '50s, I think, they built that building there.  And from there onwards it was all houses. ",""
"","A","Was it? ",""
"","B","And as I said the main shopping area was in Victoria Street as they called it - that is the Western Highway now.  Just where Mamre Road is now, coming down towards Penrith, there's a block of shops and there was one shop with a very, very old building and it used to have a great turnover of people.  You never knew what was going to be there next.  It just seemed to have all sorts of people moving in there from antique shops and maybe clothing shops or something like that.  But next to that was Sandy Lang.  He was a greengrocer and he used to sell milkshakes.  He sold me my first milkshake.  (Laughs)  And he was the Fire Chief, 'cause they only had volunteer fire brigades in those days, and his shop was very popular.  He used to sell ... he had the milkbar on one side and the greengrocery on the other.  I thought that was really quaint because I'd never seen a milkbar before. ",""
"23.55","A","And they were really popular in the '50s weren't they? ",""
"","B","6 Oh, these milk shakes and ice creams!  We loved that.  And then there was ... no there was nothing else.  The next building was the Masonic Lodge  ...  was next to that.  And next to that was the Presbyterian Church and then next to that was the outbuilding of the Telephone Exchange and then there was the Post Office which was a brick building and that was ... the Telephone Exchange was behind that - behind the rear of the Post Office.  And if we worked on Sundays we used to hear the church service from the Presbyterian Church, and that's the Church I got married in actually. ",""
"25.06","A","And I suppose most of those buildings have gone now? ",""
"","B","They've all gone. ",""
"","A","Including the Church? ",""
"","B","Yes.  Including the Church which was a great pity.  And across the road was an old building which was practically dilapidated at that stage - this is in the early '50s - and it had a doctor upstairs, Dr. Renshaw, Morris Renshaw, he started his practice there.  And then there was Ian Rex who used to have a store in St. Marys in the main street until just recently. He started his business there on the corner, and going into his shop was like going into a gypsy caravan.  He had all sorts of things hanging up, you know - saucepans and ribbons and laces and clothing - and this fascinating shop, you know.  It was like a disposal store only a bit more romantic than that. ",""
"26.15","A","So you must have notice a lot of change in this area and in Mt.Druitt in that time? ",""
"","B","Yes we have.  Actually Mt. Druitt's probably been a bit luckier than St. Marys because it's still got the hall where they still show films today where we used to ... Community Hall I think it's called.   It's still standing.  They've managed to preserve it. ",""
"","A","Oh, it's a little timber hall is it? ",""
"","B","Yes.  Melrose ... no Melrose was at Emu Plains.  ... Which I think was really good, you know, that we've got something. ",""
"27.00","A","So how do you feel about all those landmarks that have disappeared, particularly ones that are associated with your earlier memories - the Church you were married in and that sort of thing? ",""
"","B","I think it's sad that the Churches have gone, 'cause there was also the Methodist Church in Queen Street too, which was directly opposite Chapel Street.  It just seems a pity that those buildings have gone, you know, but ... ",""
"27.31","A","And the area's become more built up.  After the War people moved out here in droves and ... ",""
"","B","Yes I think the biggest upheaval was when they built the housing estate at Mt. Druitt.  It caused a lot of resentment around this area because, you know, the old established people didn't like the idea of 'ho-hopers&apos;, as they called them, coming into this area because they felt they were worse than the migrants you know.  That's the way they felt.  You know, because they were down and out, a lot of them were down and out and they ... ",""
"","A","They moved out here for the cheaper housing? ",""
"","B","They moved out for the cheaper housing, but it did cause a lot of friction. ",""
"","A","Did you live near the estate? ",""
"","B","No.  We were on the southern side.  Like the old Mt. Druitt village as it is today.   And the other side was the housing area.  In l957 ... 7 ",""
"28.52","A","So, it was in l957 you moved here? ",""
"","B","It was when we got married, yes.  We got married.  We decided - we had a few problems - we were trying to decide where we were going to live and we went all over the place looking for blocks of land and things, and when we came up here to look at this block of land there was nothing.  There was no housing -it was all paddocks and there was - I think there was two houses in this street, and at the top of the street, on the northern side of Lonsdale Street was a saleyards.  It had been the saleyards for the area and people used to come from Liverpool and Camden to St. Marys, so you know it's ... but they closed down - I don't know what year they closed down but it mustn’t have been ... not long before we came, because there was still the fencing, you know.  And then shortly after 1957 they removed all that and they started dividing up the land. ",""
"30.19","A","And so you built this house yourself, did you? ",""
"","B","Oh well, it was built for us, by some firm.  I can't remember who now. ",""
"","A","And it's a fibro house is it? ",""
"","B","It was originally fibro, but it's got the cladding on it now.  We updated it. ",""
"30.38","A","And this is a normal quarter-acre block, I presume, is it? ",""
"","B","Yes. ",""
"","A","And what is it, three bedrooms, or ...? ",""
"","B","Two bedrooms. ",""
"","A","And when you moved here did you find it hard ... did you build straight away when you were married? ",""
"","B","Oh yes, yes.  We moved in after we were married. ",""
"","A","And did you find it hard to get building materials or anything? ",""
"","B","No.  No problems.  They just came.  I think they took about three months to do it. ",""
"","A","To build it? ",""
"","B","Yes. ",""
"31.13","A","So when you lived with your parents, what sort of electrical appliances and that sort of thing did your mother have? ",""
"","B","My mother was very modern. ",""
"","A","Was she? ",""
"","B","Very modern!  So she had everything she could lay her hands on.  In fact she was one of the first women in Yorkshire to have an electric sewing machine which she bought in 1932.  I know a lot of Australians say to me &quot;Your mother didn't have a sewing machine in '32!  They hadn't been invented then!&quot;  But they were, I can assure you, because she used to make all our dresses and things. ",""
"","A","Did she? ",""
"","B","So she had everything.  Everything that was up to date.  And my father was a bit of a ... he'd go down, say to Grace Bros. or one of the big stores and they'd be demonstrating these new 8 electrical things and he's very impulsive.  He used to buy everything.  So my mother had everything that she wanted. ",""
"","A","And so did you have refrigerators, vacuum cleaners, toasters and all those sorts of things? ",""
"","B","I mean she had it all in England and she couldn't live without them.  She'd had them all her life. ",""
"32.37","A","And when you moved here to live did you have the same appliances? ",""
"","B","No, we were poor.  (Laughs). ",""
"","A","So how did you manage? ",""
"","B","Well, I just had to learn to manage without them, you know, 'cause we didn't want to put ourselves in any debt or anything, so I just happily went along and didn't think anything of it, you know.  I was quite content.  In fact I rather enjoyed ... END OF SIDE A SIDE B ",""
"0.01","A","So how did you manage to cook?  Did you have a good stove? ",""
"","B","Oh I had a good ... that's the one thing that I indulged in was a really good stove because I liked to cook.  I loved cooking.  And as I'd always been used to an electric stove I didn't see why I should have anything else.  I didn't want to wrestle with a fuel stove, so I did have an electric stove.  And it was a long time before I got a washing machine.  We just couldn't afford it.  I had to make do with washing by hand for quite a long time - until I had a couple of kids, and then we managed to buy one. ",""
"0.52","A","And did you plan your children?  When you married did you plan to have five children? ",""
"","B","Well ... (laughs) yes and no.  We wanted a few children anyway but we had them quite spread out, you know.  They didn't all come all at once, sort of thing.  We had ... the first two were born with l8 months between them, and then there was three years before we had Robert, and then there was another three years before John was born, and then ... I think it was about 12 or 13 years before we had the last, Jason. ",""
"","A","So he's really the baby! ",""
"1.43","A","And did you have them all in local hospitals? ",""
"","B","The Nepean Hospital, every one of them. ",""
"","A","All of them? ",""
"","B","My first was Shirley-Anne.  She was born in the old hospital which was over the other side of the railway line, which is called the Governor Phillip Hospital now.  So it was very, very primitive in those days, very old.   ",""
"","A","What year was that? ",""
"","B","That was '59.    No, '58 - the end of &apos;58 she was born.  Then when Helen was born in &apos;60 the new hospital had been built and so, you know, the facilities were much better there.  Each time I had a child they seemed to have improved things somewhat in the hospital, so that by the time Jason was born they'd opened a real maternity wing!  So, that was in '75, so ... that was quite good. ",""
"3.05","A","And were there baby clinics and things like that? ",""
"","B","9 Yes, there was clinics.  There was a clinic on Mamre Road and it's still there today.  They didn't have it in the same building, it's a more modern building now I think, but they always had a clinic, a health clinic. ",""
"3.22","A","And what about any emergencies when the children small?  Were there doctors nearby? ",""
"","B","Yes, I had Dr. Renshaw who was my doctor, and he was very good.  I've never had any problems getting medical help.  And as we had a car, if we couldn't get the doctor we could always go to the Nepean, which we did on occasions.  But I always had healthy children, thank goodness. ",""
"","A","You were lucky! ",""
"3.54","A","And when you think about your daily routine, particularly I suppose when the children were small, what would that have been like and how would that have compared with your mother's daily routine earlier on? ",""
"","B","Well I didn't go to work after I got married.  I stayed home and looked after the kids, so that was different to my mother's in that respect because she worked all her married life. ",""
"","A","Did she? ",""
"","B","In my father's business, you see.  They worked together.  So that she had to wrestle with the children - she had two sets of twins - she had to wrestle with the children and serve customers and all this sort of thing and keep an eye on the kids.  So, she had a very difficult life, and yet she enjoyed it. ",""
"","A","She didn't feel she was hardly done by? ",""
"","B","No, no she didn't.   She really enjoyed her life.  Providing she had all the different material things, she was quite happy, you know.  She used to go to the theatre and do all that sort of thing.  As long as she had her entertainment and her music and all that kind of thing, she was quite happy to work.  And she did - she worked very hard.   But I decided not to go to work - or rather my husband - at that stage.  I listened to him and decided not to go to work. ",""
"5.40","A","He didn't want you to work? ",""
"","B","He didn't want me to work, no. ",""
"","A","Did he see your role as being in the house looking after the family? ",""
"","B","He wanted me to be wife and mother, you know, and he felt it was his place to provide the finances.  So I didn't go to work. ",""
"6.02","A","So how was your day spent? ",""
"","B","Well, it was spent washing and ironing and cooking.  I used to do a lot of baking and things like that because the kids ... the children were always hungry. (Laughs.)  So I used to make a lot of cakes and pastries and things, and I used to do sewing, and I had my piano.  I was studying singing at the time as well 'cause I wanted to ... I actually had been studying in Sydney before I was married and I wanted to join the Opera Company.  I auditioned and I was accepted, but I couldn't fit it in, you know. ",""
"","A","With the children?  Or was this before you were married? ",""
"","B","This was before I was married.  The PMG at the time - Public Service you see - they had this rule that you weren't allowed to have another job.  And of course I was a very good little girl and I always did as I was told! 10 ",""
"","A","What a shame! ",""
"","B","I didn't think for myself, you know. ",""
"","A","You might have been another Joan Sutherland! ",""
"","B","I suppose I could have been in those days ...but I turned to amateur theatricals and, you know, so I made up for it in that way. ",""
"","A","And you enjoyed that? So ... I enjoyed that.  I did a lot of stuff locally and singing and being in choral societies and ",""
"","B","musical comedy, drama and all the sorts of things I used to do before.  But ... and my husband was right behind me.  He used to look after the kids while I used to go. ",""
"","A","You continued this while you were married? ",""
"","B","Yes.  I decided when I got married - 'cause you know what you're like when you&apos;re first married, everything's so lovey dovey - and I was satisfied that I didn't want anything but my husband, and that's all I wanted.  And when I had my first baby I wasn't interested in music or anything.  Just my husband and the baby.  But then, when my second one came along, I started to think &quot;Oh dear, is this all there is?&quot;  The novelty had worn off.  So, it was then I saw an ad in the local paper for the ... a man called Robert Bignold had been engaged at the St. Marys Band Club, which was just a new Club at the time, and he wanted singers so he could form this musical society which is called the Nepean Choral Society.  And I went down and auditioned for him and he was delighted to have me in his society. ",""
"","A","And do you still belong? ",""
"","B","No, I'm not.  At the moment I'm right out of singing.  I haven&apos;t done anything for a long time.  Since I've been going to Uni anyway I haven't had time.  People are urging me to go back and do something. ",""
"9.19","A","But you were able to follow your interests even though you were married with five children?   ",""
"","B","Oh, yes.    ",""
"","A","You were still able to have some time to do your own thing? ",""
"","B","I'd quite often take the kids to rehearsals, and that's how they got the interest in the music.  They've all been interested in it.  I've got two trumpet players. ",""
"","A","Have you? ",""
"","B","They became interested in the brass band. ",""
"9.46","A","So did your children all go to school at the local school? ",""
"","B","They all went to St. Marys South which is in Monfarville Street which is just down here, just south of ... ",""
"","A","Which street? ",""
"","B","Monfarville - which is the street that runs ... and they went to St. Marys South and then they all went to St. Marys High, which is now St. Marys Senior High.    ",""
"","A","Right. ",""
"","B","11 And it's ironic that all the years that my kids went to school they were in temporary buildings, or they were going to get them built.  Over the years the government kept promising &quot;Yes we'll build permanent buildings&quot;, and every one of them - oh, the four of them - had to put up with these temporary buildings - wooden rickety buildings.   Now, my youngest son is at St. Marys Senior High as it's called now, and they have magnificent brick buildings, and it's taken them over, oh, thirty years to decide to build a permanent school which is very sad. ",""
"","A","So only one of them really enjoyed it. ",""
"","B","Only one of them benefited from it.  So ... that's the way things are. ",""
"11.12","A","And did any of your children go on to tertiary education? ",""
"","B","No.  I think Jason, my youngest, wants to do Bachelor of Music so we hope ... he's in Year 10 now. ",""
"11.39","A","Now, just to ask you a little bit about finance, I suppose you paid cash for most of your goods? ",""
"","B","We always did and I guess we haven't got very much but we've never been in debt or anything like that.  We've always been very careful.  So ... ",""
"","A","And who handled the household budget? ",""
"","B","Me!   ",""
"","A","You did? ",""
"","B","Yes.  Always. ",""
"","A","Did your husband give you housekeeping, or ...? ",""
"","B","Yes.  Oh yes we used to ...well actually he didn't say &quot;Here's so much&quot;, you know, we just worked it out.  I'd say well we need this and that and the other, you know, and he was never stingy with money.  He was always good.  Not that we had very much. ",""
"12.30","A","What about churches?  Do you think the church played an important role in the community in the early days? ",""
"","B","Yes, oh yes.  It's a very touchy subject with us actually because we very nearly didn't get married because of the church because I was a Catholic and my husband was a Presbyterian, and I ended up getting married in the Presbyterian Church, much to my mother's horror.  And that caused a bit of conflict in the early days, but we overcame all that.  All my kids were baptised in the Presbyterian Church with the exception of Jason who was never baptised. ",""
"","A","That in itself says something about the role of the church in the community I guess, that it seems to have, you know, lost some of its importance? ",""
"","B","It has, because I know my daughters both went to ... in fact, no ... my two eldest daughters and the other son, Robert, they all went to Sunday School.  They went to the Presbyterian Church which was moved from down there to Marsden Road and they all went to Sunday School.  In fact my daughter was very friendly with Rodney Field who was the Mayor that there was all this ... ",""
"","A","Yes? The disappearing Mayor! ",""
"","B","We knew the Fields.  We knew all these people like the Fields and the Moorheads and a lot of the well-known people around, you know.  And working on the Telephone Exchange I knew quite a lot of people - the Beecrofts, the Renshaws, oh all the people from the Band Club because the Band Club was directly opposite the Post Office, so I used to meet a lot of people 12 from the Band Club.  In fact I'm very, very keen on writing the history of the St. Marys Band Club.  It's a project I want to do.  They want someone to do it and I thought it might be something very interesting to do when I've finished ... ",""
"","A","I think it would be a great idea.  You've certainly been involved with it for a number of years. ",""
"","B","Yes.  There's quite a lot I can contribute to it anyway, and I know Joan King.  I don't know whether you know Joan King?  Her husband was Mayor of Penrith for many years.  (Sound of trumpet playing)  He's practising!  (Laughs).  She wrote ... collected all the stuff together.  Apparently somebody had lost all the minutes of all the meetings and things that were held with the actual St. Marys Band.  And it's very strange.  Some secretary or other lost them on the train or something.  So they've got great big gaps in their history. ",""
"","A","You might be able to help? ",""
"","B","I might be able to help fill some in. ",""
"16.01","A","Were there any women in the Band? ",""
"","B","No. ",""
"","A","Any? ",""
"","B","There is now.  There's - oh, there's two.   ",""
"","A","Two now. ",""
"","B","Yes.  They don't encourage women in at St. Marys.  They're very old fashioned in that way.  They don't say you can't - I used to play in the Band too.  I was a percussionist and I learnt to play tenor horn as well, so that's another thing I did.  So they didn't encourage women in the Band at all.  I know the situation is now that, when you go down to Brass Band Competition in Sydney for the Nationals, that 75% of the brass players now are girls!  And last year every section from cornet to B-flat bass were won by girls.   ",""
"","A","Really! ",""
"","B","So women are really taking their place in brass bands and it's not so in England but it is in Australia. ",""
"","A","Interesting! ",""
"","B","I might put that down to the fact that there is such a small population in Australia, compared to England where they don't need women to take the places in the brass band.  Whereas in Australia they really need the women to fill the places in the brass band and so they let them come in. ",""
"17.43","A","And what did your children do for entertainment?  Apart from the music of course. ",""
"","B","Well, mostly it’s been ... we used to do a lot of going on picnics.  We used to do a lot of picnics and going with church groups and things like that.  I'm just trying to think.  Shirley-Anne was really into amateur dramatics so that was her past-time.  Helen, she was an epileptic, and she had a lot of health problems so she didn't really get involved in anything like that.  I think she mainly went on picnics and things like that.  Oh, and Shirley-Anne did horse-riding.  She was really into horse-riding. We couldn't afford to buy her a horse so she just had to be content with going down to riding schools and things like that. ",""
"","A","Nearby? ",""
"","B","13 There's one down in Luddenham Road they used to go to.   And Robert, he went into amateur dramatics as well, and he also joined the Brass Band and became a tuba player, but he gave that away.  He got bored with it and he more or less got involved going to watch car-racing and things like that.  He used to love that, and going to movies and all that kind of thing.   And John, he was my first really good musician.  He was really into the brass banding as a trumpet player.  He's in the Army now and he's a musician with the Army.   And then Jason, he's interested in music of course, but he's also interested in model radio-controlled cars.  His passion is his radio-controlled cars.  He hasn't got time for anything else, you know, because of his music.  That's what he was doing a few minutes ago.  He was practising without practising, you know, just doing his lips - keeping his lips in trim. ",""
"20.30","A","Do they watch much television, or did they when they were growing up? ",""
"","B","Not a great deal.  My kids were never ... there was always too much to do.   They spent most of their times outside.  My husband used to take them down to Eastern Creek.  That's where he was born and there's a lot of bush down there and they used to go down there in the bush and get on the old horse and all that kind of thing.  So, you know, we didn't get television until I think Shirley-Anne was about 12. - 11 or 12 - we resisted it for a long time and then they finally talked us into it and we got our first television set, which would have been .. let's see ... it would have been close to 1970 before we got our TV set. ",""
"","A","Really! ",""
"","B","We just didn't have time.  We just weren't interested. ",""
"","A","It sounds as though they've all had a lot to interest them, all of them, as they were growing up. ",""
"","B","All of them, yes.  We've had plenty to do. ",""
"21.43","A","What about organisations?  Did you belong to any community organisations, you know, like Inner Wheel, or Country Women's Association or any of those things? ",""
"","B","No.  I could never bring myself to get involved in anything like that. ",""
"","A","No, well you had your interest in the drama. ",""
"","B","I had my other interests and I've never been interested in that kind of thing.  Even now as my husband's retired I don't think that we would be interested in pensioner groups or anything like that.  It just doesn't interest me. ",""
"22.21","A","So, you're going to university now? ",""
"","B","Yes. ",""
"","A","Doing your BA? ",""
"","B","Yes.  I hope to do a lot of writing. ",""
"","A","Great.  And what does your husband do in retirement? ",""
"","B","Well, he only retired this year, and we're doing the house up, trying to bring it up to scratch because we'd like to move away from here now, and ... ",""
"22.48","A","Where would you move to? ",""
"","B","To Canberra.  We want to move down to where our eldest daughter is - our eldest daughter.  They're hoping to buy a property fairly close to Canberra so that they're not too far away from the hub of the city, you know. 14 ",""
"","A","So that they can still be a little bit countrified! ",""
"","B","So that we can still go out and still listen to our music and go to all these kinds of things. ",""
"23.17","A","And did you have any animals at all during your growing up or your married life? ",""
