"time","speaker","text","notes"
"","B","Well, we only walked!  (Laughs). ",""
"3.37","A","Did your parents have a car? ",""
"","B","Oh no.  No. ",""
"","A","So you just had to walk everywhere? ",""
"","B","Yes.  Oh yes.  Like if you were going any distance, you'd go by train.  But I mean just around the area - we'd go to Penrith  - you'd walk up to Penrith and do the shopping and walk home with it. ",""
"","A","So your mother had a lot of walking to do then? ",""
"","B","Yes, she used to walk into Penrith quite often. ",""
"","A","4,04 Did she get her groceries delivered? ",""
"","B","Not ... Oh yes, when we were young a chap used to come from the store in Penrith.  That's going back a long time because he'd ride a horse in and get the order. ",""
"","A","Really! ",""
"","B","Yes.  And then the things would be brought over. ",""
"4.23","A","And what was the house like that you lived in - the old police station - what was it made of? ",""
"","B","Just ... some of it was brick and some timber and plaster inside.  ",""
"","A","And was it large?  How many rooms did it have? ",""
"","B","About ... five rooms in the front part of the house, you know, the old place, and there's the verandah and the dining room and the kitchen and the laundry in the back.  But the laundry was added on later.  There was no laundry when we were young, really young. ",""
"","A","And I suppose you had the toilet down in the backyard in those days? ",""
"","B","undefinedYes. (Laughs)  That's right. ",""
"","A","And so your mother wouldn't have had any electrical appliances or anything like that? ",""
"","B","Not till later, no. ",""
"5.30","A","So did you go to high school after you left primary? ",""
"","B","No. I finished at the convent school in Penrith in what they called ... we just called it seventh class, you know, but it would have been like first year I suppose.  I was 14. ",""
"","A","Right.  And was that as far as the school went, was it, or ...? ",""
"","B","Oh no, it went further, but I didn't.  I left. ",""
"","A","And what did you do when you left school? ",""
"","B","I just ... I was home for a few months and then I worked for people in their homes. ",""
"","A","In and around locally - in the local area? ",""
"","B","I went ... I was working for someone on Emu for a little while, but then I left there and then I worked for someone down in Strathfield, and I was there for quite a while. ",""
"6.15","A","You lived there too did you? ",""
"","B","Oh, yes   Lived in the places, yes.  Then I went and worked for -the woman I was working for at Strathfield - I worked for her daughter at Bondi for a while.  And I came home again for a while.  (Laughs)  Then I got a job up at Lawson and I worked up there for a long time.  It was a Church of England Girls' School and I worked up there doing everything.  Whatever they were short of I'd do.  Cooking, laundry, anything!   Housework, waiting on tables! ",""
"","A","So you were 'Cook and bottle washer'! ",""
"","B","Yes.  (Laughs)  Yes and when I left there, then I was home for a while and then not long after that I got married. ",""
"7.08","A","So what year would that have been that you were married? ",""
"","B","In 1943.   ",""
"","A","1943.  So when you were married, then I suppose you moved into your own home? ",""
"","B","Yes.  In Castlereagh Street. ",""
"","A","In Penrith? ",""
"","B","Yes. ",""
"","A","That's different to Castlereagh Road? ",""
"","B","Oh, yes.  Yes. ",""
"","A","Yes, so that's in the heart of Penrith is it? ",""
"","B","Yes. ",""
"7.29","A","So about the time you got married then - that's the period we are really wanting to look at, the '40s and through the '50s - so what was your house like?  Did you build a house? ",""
"","B","undefinedOh, no, no.  It was renting it.  Yes.  A weatherboard place. ",""
"","A","A weatherboard house.  And how many rooms would that have had? ",""
"","B","It had three bedrooms and what we used to call the front room, and then the kitchen and then the laundry and bathroom. ",""
"","A","And did that have an inside toilet? ",""
"","B","Yes. ",""
"","A","And sewerage? ",""
"","B","Sewerage, yes. ",""
"8.06","A","And so what sort of land was around it?  Was there much garden?   ",""
"","B","Oh, it was a good area down the back, but it was a very narrow frontage.  It was just the width of the house and then just a drive, that was the whole width of the block. ",""
"","A","I meant to ask you what sort of land was around you lived in as a child? ",""
"","B","Oh, I see.   ",""
"","A","Was that ...? ",""
"","B","Oh, yes it was lovely, yes. ",""
"","A","A big acreage? ",""
"","B","Oh well it was not like acreages, but it would be like, I suppose call it four or five building blocks. ",""
"8.49","A","And did your father keep a garden there? ",""
"","B","Oh yes.  He grew stuff. ",""
"","A","Grew vegetables? ",""
"","B","Yes.  Yes as well as that he had - where the caravan park is at Emu Plains, I don't know if you ever noticed the caravan park just beside the bridge? ",""
"","A","Yes. ",""
"","B","Well first of all Dad and his brother were renting that from Mr. McGrath, I think, owned it and then they ended up buying it between them.  But Dad always grew stuff down there as well. ",""
"9.20","A","So what was your father's occupation? ",""
"","B","He worked down at the gravel company with his horses and dray, you know, carting the stones, you know, up to the crusher.  You know, getting the stones and that out of the river and ... ",""
"","A","He actually got them out of the river did he? ",""
"","B","Oh, yes.  Wherever it was down there at the Gravel Company down there. ",""
"9.51","A","So, the landscape was fairly countrified in those days when you were a child? ",""
"","B","undefinedYes.  It was a lot of orchards along here, all along here was orchards. ",""
"","A","How would you describe it? ",""
"","B","Nice and peaceful.  (Laughs)  Yes, it was nice. ",""
"","A","And they were mostly orchards were they?  The properties around here? ",""
"","B","Yes.  Yes.  Well both sides of the highway along, all in here was all orchards.  They were orchards. ",""
"10.21","A","So you had a nice feeling of space around you, I guess? ",""
"","B","Yes. ",""
"","A","Did you feel - did you enjoy living here as a child? ",""
"","B","Oh, yes.  ",""
"","A","You didn't feel isolated? ",""
"","B","Oh no, no. Because we had our family. ",""
"","A","Did you have close neighbours too? ",""
"","B","Yes, the people who lived next door - mostly the policemen, you know, families - most of them had children.  Not that we had a lot of time to play or anything because we all had our jobs to do with the amount of land Dad had to attend to. ",""
"10.58","A","What sort of jobs would you have had to do? ",""
"","B","Oh, my brother and I, because there was not much difference in our ages, when we'd get up of a morning we'd have to go down and  - 'cause we always had milking cows at home, usually two, you know to keep the butter and milk for our own use - and Dad had the cows down ... I spoke about the farm over the line - and well we'd have to go down and bring the cows home and milk them and separate the milk, put it through the separator and take the cows down to the river to have a drink and back down to the farm again.  And then come home and get ready and go to school! ",""
"","A","This was all before going to school? ",""
"","B","Oh, yes.  That's right.  We thought nothing of it.  That was just a thing you did.  It was just our way of life.  It was no problem.  You know, we didn't think we shouldn't be doing it or anything like that.  That was just it. ",""
"","A","And what about after school?  Did you have jobs to do then too? ",""
"","B","Oh, yes.  Usually it would depend on the time too.  It might be time for something to be cut down on the farm like sorghum or corn to be, you know, picked or something.  It'd depend, you know, that was mostly at the weekend because Dad was working through the week, but at the weekend we had a lot of corn picking and cutting sorghum.  Then when the corn was brought home it was put into a shed.  We had to husk that, you know, sometimes with a hurricane lantern out in the shed at night, my brother and I you know. ",""
"","A","Did you? ",""
"","B","Yes.  And then you'd put ... the corn would have to go through the corn-sheller, you know, to get the corn off the cob and we had to turn that. ",""
"","A","So you had a busy life. ",""
"","B","undefinedOh, yes.  Yes.  Good though.  Yes. ",""
"13.03","A","And as a child what sort of things did you do for recreation - if you had any time left? ",""
"","B","(Laughs)  Mostly reading.  Yes.  I used to like reading.  And more getting around games then, you know, chasings, rounders, hiding, you know - anything like that - hopscotch even. ",""
"13.33","A","So, getting back now to the '40s, when you were a young married lady, your house was on a much smaller block? ",""
"","B","Yes.  Well it's deep going back, but it was a narrow frontage.  It was part... there's a place it was identical to - there's one in Castlereagh Street right next to the Salvation Army Hall.  I don't know if you know it at all?  But our house was identical, but the Salvation Army took it over and it was demolished.  It was exactly the same as that - it's an X-ray place that's there. ",""
"","A","And you were actually on that site where the Salvation Army is? ",""
"","B","Yes.  The Salvation Army has extended on to it now, yes.  ",""
"14.16","A","And how did you feel about that being demolished? ",""
"","B","Oh, a bit sad.  You know, when you've lived in a place.  It's the same with all the different houses we were in, you know, you feel a bit sad. ",""
"","A","You get attached. ",""
"","B","Yes.  For a while. ",""
"14.32","A","And so did you say that you kept a garden there?  Your husband grew vegetables? ",""
"","B","At Castlereagh Street?  Yes we had some vegetables there and some flowers.  Mostly he always had sweet-peas growing.  Wherever we went we always had sweet-peas. ",""
"14.52","A","They're lovely.  And did you have modern conveniences in that house?  Stoves and fridges and things? ",""
"","B","Oh, we had a fuel stove.  Oh yes we had a fridge, but had a fuel stove for a while and then I got a small electric stove. ",""
"","A","And when you say you had a fridge, did you have an electric fridge? ",""
"","B","Yes.  We got the fridge whilst we were living there. ",""
"15.22","A","And I suppose you had the milk and bread all delivered to the house in those days? ",""
"","B","Yes.  Yes.  At that time you had a hook hanging from the front verandah and you'd put the billy out - hang the billy out - the milkman would bring the milk and tip it in.  (Laughs)  Yes.  We had the milk delivered. ",""
"15.43","A","And what about the rest of your shopping?  Did you go shopping locally? ",""
"","B","Oh for a while I used to order my groceries and then they'd be brought to the house, you know, whilst I was at Castlereagh Street part of the time.  Then of course things got a bit worse and you sort of went and got it yourself.  But probably the War affecting things. ",""
"","A","So deliveries stopped I suppose due to the War, did they? ",""
"","B","Yes. undefined",""
"16.21","A","And what would your - how many children - you had three children? ",""
"","B","Three. ",""
"","A","And how far apart were they? ",""
"","B","Oh, well the one boy - my husband was a widower and he had the two children at the time, but Peter, the elder one - he had rheumatoid arthritis and he died when he was 17 and a half.  That was in 1949, and that left Ronnie, you know.  Ronnie was my step son, really, and then I had two children of my own. ",""
"","A","And so did you have those two children close together? ",""
"","B","Well, Lennie, the one I'm living with now, was born in 1947 and Betty, my daughter, was born in 1949. ",""
"","A","So there was two years between them.  And how old was your husband's son? ",""
"","B","Oh, he was born in '34. ",""
"","A","So he was a little bit older. ",""
"","B","Yes. ",""
"17.28","A","And did you plan your family?  Did you plan to have the two children? ",""
"","B","No.  It just happened, you know.  Oh, I did have one baby before but it was born dead.  It was full term but it was born dead. That was in '44 I had that. ",""
"17.47","A","What were the medical services like in the area then? ",""
"","B","Oh well there were only a couple of doctors, I think, really.  But it was all right, you know, the doctors we had were good doctors. ",""
"","A","Did you have your children at the hospital or at home? ",""
"","B","No.  Oh well the first one that I had  and then of course my husband - I was pregnant again - 'You're going down to Crown Street&apos; he said, so I had to go down there ",""
"18.16","A","So the first one, the baby that you lost, did you have that in the hospital here? ",""
"","B","Yes.  In Penrith.  Of course it was the one that's the Governor Phillip Hospital now which was the hospital in those days.  It was the hospital ... yes I had the baby there.  But the other two ... ",""
"","A","You went to Crown Street? ",""
"","B","Yes. ",""
"","A","That's a long way to go from Penrith! ",""
"","B","Yes.  Yes well I was in quite a few weeks before Lennie was born and then I was in a bit longer before Betty was born.  I had blood pressure and kidney problems with the pregnancies. ",""
"","A","So you didn't have that last minute dash from Penrith to Sydney! ",""
"","B","No.  I used to ask the doctor could I go home.  He said 'What do you want to go home to Penrith for?'  he said 'Way up there!&apos;  (Laughs). You know, you&apos;d think it was the back of Bourke or somewhere! undefined",""
"19.12","A","And so when your children were young, what was your daily routine then, when you children were small? ",""
"","B","Oh, getting my husband off to work.  Or do you mean before the children went to school, like before they were school age? ",""
"","A","Well, yes before they were school age and , I guess, when they started at school too. ",""
"","B","Yes.  Well, I'd get my husband off to work and then we'd have our breakfast and - the children and I - you know, and then I'd get the jobs done that had to be done about the house and that sort of thing. ",""
"","A","That was enough to keep you busy I suppose? ",""
"","B","Yes.  Oh, yes.  Then I had ... of course when the ... I used to do, you know, a bit of knitting and that sort of thing too.  When Peter was still ... oh well that was before ... Peter died just before Betty was born.  But we'd have games.  Sometimes Ronnie and I'd have a - you know, board games - and that sort of thing when he was on school holidays.   ",""
"20.33","A","And did you cook jams and things like that?   ",""
"","B","Yes.  I used to make jams.  Yes.  Not a lot, but mostly tomato jam because I loved it!  (Laughs). ",""
"","A","And you grew tomatoes I suppose, did you? ",""
"","B","Oh, yes. ",""
"","A","Nothing like home grown tomatoes for jam! ",""
"","B","Yes and melon - I used to make melon jam too. ",""
"20.59","A","And did you make your children's clothes at all?  Did you sew? ",""
"","B","Only the baby clothes and I made a couple of dresses for my daughter.  Then I made her first Holy Communion dress, but I didn't continue on with it. ",""
"21.15","A","When your children started going to school, did they go to the same school that you went to in Emu Plains - or Penrith they went to I suppose? ",""
"","B","They went to the Infants' Public School at Penrith.  That's where they started. ",""
"","A","And they walked to school? ",""
"","B","Yes.  Yes they walked to school.  Then when Lennie was about six we moved.  That's when we moved to Cambridge Park, and then they went from there.  They'd travel in the bus to school and back home again. ",""
"","A","So when would that have been that you moved there? ",""
"","B","'53. ",""
"22.04","A","Had the area changed very much in that time?  When you left Penrith in '53 had it changed very much from when you first went to live there? ",""
"","B","No.  Not a lot.  A few shops might have changed hands.  It wasn't anything like it is now.  Not all those different shopping malls and things. ",""
"","A","They came later. ",""
"","B","undefinedYes. ",""
"","A","And what was it like at Cambridge Park when you moved there? ",""
"","B","Very quiet, you know. ",""
"","A","Very countrified? ",""
"","B","Yes.  Yes, lots of trees just opposite us, you know.  Still blocks that wasn't built on or anything.  Quite nice, though.  Yes we went out there because we wanted get a place of our own. ",""
"","A","Because you'd been renting? Yes.  That's right. ",""
"23.01","A","Do you remember how much rent you paid in those days? ",""
"","B","We used to pay - in Castlereagh Street - we paid a pound.   ",""
"","A","A pound a week? ",""
"","B","Yes.  A pound a week. ",""
"","A","Really.  It's incredible by today's standards! ",""
"","B","Yes.  Yes. I was up at the Catholic fete a few weeks back and I met the lady who used to come around and get the rent, you know. ",""
"","A","Really!  ",""
"","B","'Cause they were people from in Penrith that we knew.  Yes.  That's a lot of water flowed under the bridge since then. ",""
"23.39","A","Yes.  And so you built your house in Cambridge Park did you? ",""
"","B","Oh, no.  It wasn't quite completed when we bought it and then my husband and his brother finished it off, yes. ",""
"","A","And what was it made from? ",""
"","B","It was fibro, yes.  It was a tin roof. ",""
"","A","And was it on a large block of land? ",""
"","B","Yes. It was quite large.  It was a 100 feet by 200 feet.  They did end up, like after we'd sold and that, they ended up dividing it up and made two blocks out of it. ",""
"","A","So that house was demolished after you left it too? ",""
"","B","The one ... ",""
"","A","At Cambridge Park? ",""
"","B","No, no.  The house is still there. ",""
"","A","Oh I see, they just cut off some of the land. ",""
"","B","Yes. They divided - well it was 100 feet wide, so you know, 50 feet each one. undefined",""
"24.39","A","And so did you have a garden there too? ",""
"","B","Oh, yes.  My husband always had gardens.  Oh, yes. vegetables and we grew our flowers.  It was horrible soil though.  It was clay and ironstone , but we still grew stuff.  To dig you used to use the pick - you know, the mattock - to get... ",""
"","A","Did you do it too? ",""
"","B","Oh, yes.  Only the flower garden I used to do, you know, dig some of it up.  Oh yes. ",""
"","A","Was that just for your own use?  Or did you sell the flowers? ",""
"","B","Oh no.  Just for our own use.  Yes, just to make it look nice. ",""
"25.05","A","And what were the roads like around there when you moved there?  Were they sealed roads? ",""
"","B","It wasn't tarred.  It was just that road base stuff, you know, metal dust.  It was quite good, even in the wet weather it didn't bog or slip or anything.  The metal dust was really good. ",""
"25.24","A","And did you have neighbours close by?   ",""
"","B","Yes.  There was people not ... you know, one building block between us on one side to the next place, and then the next house was next to our block.  There were a few vacant blocks around, like every block wasn't occupied, but we did have houses around. ",""
"","A","And did you make friends with your neighbours?  Did you have a close community relationship? ",""
"","B","Just, you know, neighbourly.  Yes. ",""
"","A","Yes.  Not too close. ",""
"","B","Yes.  Not in one another's pockets or anything? ",""
"26.01","A","What about in Penrith while you were living there, when you were renting?  Did you have close neighbours there? ",""
"","B","Well there was only like the one side, Mrs. Kinsela.  Yes we were always good neighbours.  And then the next house up too, Mr. and Mrs. Street, they were always very good too. ",""
"26.24","A","So what was the shopping like at Cambridge Park?  Did you have shops nearby? ",""
"","B","Just one little shop.  (Laughs) ",""
"","A","Only one? ",""
"","B","Yes.  We used to just go across amongst the trees and the bush to go.  It was on a road, but we used to cut through, you know.  A little sort of mixed business.   ",""
"","A","And for any more serious shopping you'd go into Penrith would you? ",""
"","B","Yes.  By that time I had a car and I'd drive into Penrith. ",""
"","A","And what about shopping for clothes - did you do your shopping locally or did you travel further? ",""
"","B","Oh, I'd just always used to shop in Penrith for my clothes. ",""
"","A","Did you ever have to go to Parramatta or Sydney for any shopping? ",""
"","B","undefinedNo, not really.  What I needed I could get in Penrith. ",""
"27.12","A","And did your children go to high school locally too? ",""
"","B","Yes.  Well Betty ended up going to ... she was going to High School and then she left ... I think she left ... .  Lennie went to High School and he left from there and Betty ended up changing from the Public School to the Catholic School, and she left from there. ",""
"27.39","A","Right.  So when the children were a bit older did you start working again? ",""
"","B","No.  When my parents were getting older and they wasn't too good and my two brothers were working, so I used to go over - I forget what year it was now I went over - I was going over and looking after them for quite a long time, I think about five years.  I'd pop over of a day, after the kiddies went to school. ",""
"","A","Right.  Helping your parents and looking after them. ",""
"","B","Yes.  Yes, and then go home of an afternoon in time to usually pick my husband up from the Kingswood station, or wherever I wanted to pick him up from work, and take him home. ",""
"","A","So you were looking after the whole family really then. ",""
"","B","Yes.  My two brothers were home, but they were working and I'd go over and be with Mum and Dad and do the work around the house and leave the food ready for Jack to cook when he came home, and do their washing and all that sort of thing. ",""
"","A","You must have been busy! ",""
"","B","Yes.  But you didn't .. you know ... 'cause it fitted in, even though you didn&apos;t have that many, you know, conveniences you seemed to have more time than the young ones do these days. ",""
"","A","Yes.  I wonder why that is? ",""
"","B","Yes.  It's strange isn't it? ",""
"22.06","A","So what about finances?  Did you - how did you manage your household accounts.  Did you manage the household money or ... you did? ",""
"","B","Yes. Yes. ",""
"","A","Your husband gave you a certain amount or ...? ",""
"","B","Just about all - just hand the wages over. ",""
"","A","And you managed it? ",""
"","B","Yes. ",""
"","A","Women are wonderful managers!  And I suppose you paid everything off as you went along did you?  Or did you use hire-purchase at all? ",""
"","B","Oh, yes.  When we bought our fridge and our first TV and things like that.  But I always saw that I had about half of what the thing was going to cost and then paid that down and then just paid it so that it would be paid up in a short time, because interest always bugged me.  I didn't believe in interest - paying out dead money! ",""
"","A","Yes.  That's right. ",""
"30.14","A","And what about the churches in the area?  Did you find the Churches played a big role in your family's life or in the community generally? ",""
"","B","undefinedFor our own family, sort of thing?  Yes.  Yes, I was always ... 'course we were all Catholics and ... ",""
"","A","You went to the local Catholic Church? ",""
"","B","Yes.  In Penrith.  Yes.  I went - my brother and I went for a while, then my two sisters and our young brother, and of course they followed on after. ",""
"30.48","A","And did you belong to any social organisations connected with the Church? ",""
"","B","No.  I didn't. ",""
"","A","Did your children? ",""
"","B","No. ",""
"","A","And did you belong to any other sort of community organisations? ",""
"","B","No I was never into that sort of thing.   ",""
"","A","No.  Not Red Cross or ... ? ",""
"","B","No.  I had my family and we had our things.  We had ... my husband's brother - he and his wife and children - they'd visit us pretty frequently and we'd pop down to their place on a weekend often, you know, and visit. ",""
"","A","Visited your family? ",""
"","B","Yes.  Yes, and probably sometimes stay overnight or something on the Saturday night. ",""
"31.36","A","And that was your main form of entertainment I guess, was it? ",""
"","B","Yes.  And then we'd - before then - like sometimes of a night we'd go over home to Mum and Dad and have a game of Yuka.  They liked their game of Yuka, and we'd go over there and have a game. ",""
"","A","And did you go on family picnics at all? ",""
"","B","Occasionally, not a lot. ",""
"32.00","A","And did you take holidays during the school holidays at all?  Did you go away? ",""
"","B","Sometimes with the family I spoke about - my husband's brother and wife and children - and we'd go up north or down south camping sometimes. ",""
"","A","Oh did you? ",""
"","B","Yes.  Just in tents. ",""
"","A","Did you enjoy that? ",""
"","B","Oh, yes.  Lovely.  I liked that. ",""
"","A","The children would have liked that? ",""
"","B","Yes.  My husband too.  He always liked that.  We all fitted in the one tent but we all enjoyed it. ",""
"","A","Cosy! ",""
"","B","undefinedYes.  That was good. ",""
"32.32","A","What did your children do when they were a bit older, as teenagers, you know what did they do for recreation?  Did they go to the pictures? ",""
"","B","Yes, to the pictures and, you know, getting around with their friends. ",""
"","A","Dancing? ",""
"","B","No.  They didn't. END SIDE A. ",""
"0.08","A","So what about after the War when a lot of European migrants came out here from Europe to settle, did you come across many of them in your life?  Did they live around you or did you notice ... ",""
"","B","What do you mean just during the War time? ",""
"","A","Just after the War. ",""
"","B","Just after the War?  No, not really. ",""
"0.35","A","And did you keep any animals apart from the cows when you were younger, did you keep any household pets? ",""
"","B","You mean during our married life? ",""
"","A","Yes. ",""
"","B","Yes, we had cats and dogs and we had birds. ",""
"","A","Did you?  And chooks too do you mean! ",""
"","B","Oh, yes.  Early, you know, not in later years. ",""
"","A","No.  And you had your own eggs too. ",""
"","B","Yes. ",""
"1.08","A","So when did you notice that the place started to change, or did you notice more buildings going up? ",""
"","B","Yes.  I think the first thing that struck me was when ... we had a shop in Penrith and it was called Handley's  - 'course this is going back a long time - they had the electrical goods - that&apos;s where we mostly bought our fridges or anything we wanted electrical - and then Eric Anderson took over! ",""
"","A","Oh, yes. ",""
"","B","That was the first thing that stuck in my mind, you know, about the Sydney crowd sort of coming into Penrith.  It didn't seem the same, you know, the shops were always just like ... friendly.  You knew the people, they knew you.  But now you go in to a shop, you're just another cog in the wheel!  You know, you're not ... it's nothing personal with shopping, really, now.  In my opinion, that is, of course. ",""
"","A","It's become impersonal really? ",""
"","B","Yes. undefined",""
"","A","I suppose you'd describe it more as a village atmosphere earlier on? ",""
"","B","Yes.  Oh it was 'cause you'd know people and they&apos;d know you, like even ... although when Layton's came in to Penrith ... cause there's a chap running it, Reg Galvin, that we knew.  Well he was good, you know.  He was just like the local person, you know, we didn't mind that sort of thing.  Then of course all these other places they sprung up everywhere! ",""
"","A","And the big supermarkets came in? ",""
"","B","Yes.  That's what I mean. ",""
"2.54","A","And how do you feel about the change that's taken place now, you know, in Penrith? ",""
"","B","Oh I suppose it's good for people.  I suppose it's made a lot of employment and that sort of thing.  But for myself personally I find I can go up to Penrith with something in my mind to get, and I can go to all those different shopping areas in Penrith and I might not even get it! ",""
"","A","Really! ",""
"","B","Yes.  And going back years, the main shops in Penrith - the big stores - was Fletchers, Neale's -up on the hill - and then Murray's, the hardware shop.  And anything you wanted you'd go into Penrith to either of those shops and you get just anything you wanted.  I suppose people's needs are different now and they've got to cater for so much more stuff.  But whatever we needed you could get from just those shops.  But I find I'll go up to Penrith looking for a certain thing - I've got no hope of finding it, I don't know why! ",""
"","A","Maybe it's because there's such a diversity of shops, you&apos;ve got to cover such a lot of ground to find it! ",""
"","B","Yes.  Yes.  Probably, because there's the Plaza and the bottom part and the Nepean Square and, you know, all those shops. ",""
"","A","It's a bit confusing, really, isn't it? ",""
"","B","Yes. ",""
"4.15","A","And so I suppose you must have seen a lot of change in the landscape too in that time? ",""
"","B","Yes. ",""
"","A","How do you feel about that? ",""
"","B","Oh things have got to go on, you know, you've got to accept it.  But things were nice when you could go along the road and you could see a nice orchard, you know, trees growing instead of ... and of course the things the whats-a-names done a lot of damage to, hasn't it, to the river now according to the news, you know, the build up of places. ",""
"","A","The pollution, and now the algae's threatening too! ",""
"","B","Yes.  Oh people's got to live.  I mean they've got to have homes and that.  I liked the things the way they were, you know, but you've got to ... ",""
"","A","And do you think it could have been better planned? ",""
"","B","Oh I don't know.  I think it's not too bad the way it&apos;s done, so far.  But I don&apos;t think they should be going ahead with too much building along the river really because it's getting a bit much for the river. undefined",""
"5.25","A","And what are the things that you - when you think back - what are the things that you miss or that you're sorry have changed? ",""
"","B","Such as? ",""
"","A","You know, you said the friendliness of the area - that's one thing that you've notice change, the impersonal shopping - and I suppose the traffic, would that be something that wouldn't be so pleasant now? ",""
"","B","Yes.  No, I have a, you know, a car but I never drive to Penrith to do my shopping because it's a bit too much of a problem getting a parking space, so I get the bus! ",""
"","A","Do you? ",""
"","B","Yes.  The bus goes right past the door so I go in the bus instead of the car. ",""
"6.09","A","And what about the sense of security in the area?  Do you feel that that's changed? ",""
"","B","Oh, yes.  Certainly. ",""
"","A","What was it like in the old days, say in the '40s and the '50s? ",""
"","B","Well you didn't have to worry about it at all, because on hot nights we'd just sleep with the whole place open.  You wouldn't have your front door closed or anything like that, you know, you'd just sleep.   Often we'd just drag our mattress to the door where you&apos;d get a bit of a breeze, you know, and that.  And of course people just slept out on sleep-outs outside.  You didn't worry, but you couldn't do it now.  You&apos;ve got to lock up and that sort of thing.  Yes we'd have our doors all open all night.  We wouldn't dream of closing our doors. ",""
"6.54","A","And I suppose walking around the area at night too was a lot safer? ",""
"","B","Oh yes.  That's right.  If someone's a bit behind you now you&apos;re, you know, you&apos;re wondering if they're going to bump you or something or grab your bag.  Yes you've got to walk ... when you walk along streets you could walk, you know, swinging your purse or anything.  But now you've got to hang it over your arm, you know, clutch it. ",""
"","A","Yes.  That's one of the not so nice things about suburbanisation? ",""
"","B","Yes.  Of course the unemployment and people, you know, not having things is part of it.  And of course the drug business too, you know, they're out to get anything they can for nothing too. ",""
"7.40","A","So just generally, just looking back, how do you feel that, say, the young mother today - bringing up children - do you think she is better off than you were in your day, or your mother was? ",""
"","B","Oh they have more conveniences, certainly, but I think the pace of life though - I think it counteracts all that sort of thing.  Myself, I would have rather have lived at the time I did through my married life and that than what the young married ones now... ",""
"","A","Would you? ",""
"","B","Well they seem to be racing everywhere don't they and dragging the little children with them. ",""
"","A","It was a more relaxed lifestyle than now? ",""
"","B","Yes.  Yes.  You know, when we lived in Castlereagh Street, I'd just pop whichever one was the young one in the stroller, you know, and just stroll down the street, do your bit of shopping, or look around.  You know, you wasn't driven by time.  Everybody seems to not have enough time now - and there's still 24 hours in the day, but they don't have time. undefined",""
"","A","That's right. ",""
"","B","So, no, I think they're worse off, and I think people are slipping up a bit too on the rearing of their children actually. ",""
"","A","Do you? ",""
"","B","Yes.  I don't think they, you know, make the children respect them as much as they should. ",""
"9.20","A","So then the family as a group doesn't seem to be so important today? ",""
"","B","No.  That's right. ",""
"","A","You used to spend a lot of time visiting family and relatives! ",""
"","B","Oh, yes. ",""
"","A","Visiting is something that doesn't happen so much these days? ",""
"","B","Oh, no.  There's ... well, families living, you know, breaking away and living far apart.  You know the kiddies haven't got others  - you know, close relatives - much to fall back on have they.  It's only just a case of their parents and that sort of thing. ",""
"10.03","A","And how do you feel about some of the landmarks in the area having - you know the old landmarks that were always there when you were a child - and now they've gone and been replaced by things.  How does that make you feel? ",""
"","B","Yes.  It feels sad.  You know, like the old Catholic Church in Penrith, St. Nicholas, you know.  I was really sad when that was taken down. ",""
"","A","And now it's a big modern church? ",""
