"time","speaker","text","notes"
"15.26","A","Really!  And what about electrical appliances?  Did you have vacuum cleaners and refrigerators and things like that? ",""
"","B","I got my first refrigerator - a kerosene refrigerator - down at Phillip Street, but they were just coming in. ",""
"","A","You had the ice-chest before that I suppose? ",""
"","B","Yes. ",""
"15.48","A","And how did you manage for shopping?  Did you have ... ",""
"","B","Well, you didn't have to shop.  You rang up the grocer. ",""
"","A","Everything was delivered!  Those were the days! ",""
"","B","Yes.  Your milk, the bread, ice, your groceries, meat ... ",""
"","A","So you really hardly had to go to the shop at all!  What about clothing?  Did you buy that locally or did you go to the city? ",""
"","B","Oh there was nowhere here to buy clothing ... no.  We used to go to Parramatta or Penrith, occasionally.  We didn't shop much. ",""
"","A","Did you sew yourself at all? ",""
"","B","Yes.  I knitted a lot. ",""
"","A","Did you? ",""
"","B","Oh, yes.  I knitted for everybody. ",""
"16.52","A","What did you do for recreation in those days? ",""
"","B","Oh, I played tennis - and golf.  The Dunheved Golf Club was just starting.  It was just nine holes then.  There was no Club House.  But I belonged to the Golf Club for a while, and the Tennis Club, and later on I got - that was about 1958 or 60 -  I joined the League of Health, which was wonderful!  And they had classes at Penrith and I used to go up once a week to them, and when they folded, I joined aerobics and yoga.  I loved that! ",""
"","A","Was that in St. Mary's? ",""
"","B","No. ",""
"","A","Penrith? ",""
"","B","Yes.  And then they got into trouble and started on exercise classes.  Remember that? ",""
"","A","Yes... John Valentine's sort of thing, you mean? ",""
"","B","I don't know who it was, but they closed down all the exercise classes.  Then I joined a University literature class and I studied all sorts of books.  I wrote a bit. ",""
"","A","Which University was this? ",""
"","B","Sydney.   ",""
"","A","So you did it by correspondence? No the girl came out and gave us the lectures.   I don't know what her name was.  She was ",""
"","B","very good. ",""
"","A","And this would have been when your children were grown up when you were doing that? ",""
"","B","When they were at high school. ",""
"","A","So you did have some time to follow your own interests, which was good. ",""
"","B","Yes.  I went back teaching for one year.  I got a phone call from Parramatta High in 1956 to say they were one French and German teacher short.  This was in March, and I was at home doing nothing, and they wanted me to keep an appointment at the Education Department.  So I thought, &quot;No, no&quot;.  And the next day a woman knocked on the door, a Dutch lady, and asked if I had any work for her.  And I thought perhaps I was meant to go back teaching!  And I thought, &quot;Oh, well I'll go in and keep the appointment and see what they have to say&quot;.   So I went in to the Department and they greeted me, five or six elderly gentlemen seated - and I had no respect for the Education Department - I had too many experiences when I was first appointed.  If you want to hear about it I'll tell you, but it doesn't affect this history.  You know, they'd move you - move you .... ",""
"","A","Right out ...? ",""
"","B","Not only that!  They moved me.  I had appendicitis and I came down from Tumut and had an operation and they sent me to Ashfield Intermediate Girls' High School, and ten days before the May holidays they moved me to Bathurst High, and I thought &quot;Oh, ten days!   And then I'll be back for a fortnight!&quot;  Of course I thought they could wait ten days.  So I told the headmistress about it and she didn't want me to go.  I said &quot;I'll give them a ring&quot; but she said &quot;That won't do you any good.  You go in and see them.  I'll take your classes this afternoon&quot; which was very good of her.  So I went in and told the man I didn't want to go to Bathurst just for ten days, and he said &quot;Oh, no, that's all right.  You needn't go, but you won&apos;t be going after the May holidays, and I really don't know where you'll go then&quot;.  And I thought mentally &quot;Broken Hill!&quot;.   I said, &quot;All right, I'll go to Bathurst.&quot;  And I went to Bathurst for the ten days and all the next term, and I had fifth year boys and girls with their Leaving Certificate coming up, and they moved me!  And I couldn't understand it. ",""
"","A","Where to? ",""
"","B","To Penrith.  And I realised later it was because I was in a full high school.  I'd been teaching two years which meant I went up if I was in a full high school.  If I was in an Intermediate High School I didn't get a rise in pay!  And they moved me to save a few pounds. ",""
"","A","This was in 1950.... or was it earlier? ",""
"","B","It was 1940 ... l935.  And I lost all respect for the Department when they moved me from my fifth year class just before the ... and when I went to Bathurst, ten days before the holidays, I found they hadn't had a teacher for seven weeks! ",""
"","A","Goodness me - they couldn't have cared about the pupils! ",""
"","B","No, not a bit.  And I lost my respect for the Department.  Anyway I had this interview and they greeted me with &quot;Oh has your husband left you?&quot;  and I said &quot;No, he hasn't&quot;, and I said, &quot;what's more I don't really want to teach.  It&apos;s eighteen years since I taught, and I&apos;ve only been asked to come because I teach those languages and they can't get another teacher.  But if I come I will not teach first period or last, because I have a daughter at home who's in fifth class and I will not leave her alone in the house when I go in the morning, and I will not have her come home to an empty house!&quot;   And they looked at me ... anyway, they said &quot;All right&quot;.  So I did it for - I thought it'd be a month - it was all that year.  They appointed me the next year, but I said &quot;No, thank you!&quot; ",""
"23.31","A","You'd had enough!  And have you worked at all since then? ",""
"","B","Only for Len.  I did his typing for a few years. ",""
"","A","When he was ... ",""
"","B","Oh, he was Engineer of St. Marys Council and then they amalgamated with Penrith and ... Penrith ... the four Councils -  Penrith, St. Marys, Castlereagh and Nepean Shire - and he was appointed Engineer of the amalgamated area and he did it for four years, and it was hopeless. ",""
"","A","It was a big area! ",""
"","B","And they had no money and they wouldn't plan anything and they wouldn't buy plant for him to use, and he thought &quot;Oh, well, I'm going to leave&quot; and so he left and went into private practice down here as a licensed surveyor, 'cause he had that ticket to, and he did that until he was about 74 or 5! (Laughs).  He subdivided all St. Marys! ",""
"24.45","A","That's interesting, because there would have been a lot of subdivisions at that time. ",""
"","B","Oh, yes.  They were all five acre blocks. ",""
"","A","When you lived here, were they? ",""
"","B","Original grants and then they'd been divided into five acre blocks. ",""
"25.00","A","And what was here?  Was it poultry farms or ...? ",""
"","B","Poultry farms out there, and pig farms and horse studs and ... oh, all sorts of farms. ",""
"","A","Market gardens I suppose? ",""
"","B","Yes.  And then of course the munitions had started.  They were built and a lot of people were working there. ",""
"","A","And the munitions factory was down near the railway was it?  Was it down near the 'duration cottages' are down there? ",""
"","B","No, it's out on the other side of the line. ",""
"","A","Oh, I haven't ventured that far yet! ",""
"","B","Oh, no it's out along the end of Glossop Street. ",""
"25.59","A","So, I suppose you noticed the population increased enormously then? ",""
"","B","Oh, yes, and when they came here there were no homes for them.  All the immigrants who arrived - they came to nothing!   There was one day, one Friday afternoon - John was in sixth ",""
"","A","class - it would be 1951.  The train pulled in at the station - we lived just near and we could ",""
"","B","see it - and a boy ... there were 12 hundred people got out of that train - filled all the platform.  And they were taken by bus out to the area and they made some of the factory buildings into living area for them. ",""
"","A","And they were all migrants from Europe? ",""
"","B","Migrants.  And on the Monday morning 124 new children arrived at school! ",""
"","A","Good heavens! ",""
"","B","With no preparation, no extra teachers, no extra classrooms, nothing! ",""
"","A","It must have been absolutely chaotic! ",""
"","B","It was terrible for the headmaster and the teachers!  John was given six of them to teach in the shed, knelt on the floor and put their books on the seats, and ...  he did no more work that year - he was only eleven - so he repeated sixth class the next year to get to Parramatta High. ",""
"27.30","A","So they had the students teaching the young pupils?  Goodness! So you must have noticed the great change with the subdivision of the land and the extra population.  How did you feel about it when it happened? ",""
"","B","Oh, good. ",""
"","A","You didn't mind? ",""
"","B","I thought it was time it started! ",""
"27.59","A","And was the shopping centre at St. Mary's ... it was very small ...? ",""
"","B","Well the Western Road had always been the shopping centre, originally, and then they changed it to Queen Street, but then there were no buildings for them to use, and they gradually pulled down the houses and built shops.  But, of course, it was a long job. ",""
"28.32","A","And did you have much to do with the migrant people who settled around here? ",""
"","B","No.  Not much.  Most of them, as they could, got work out in the area.  There was one lady that I got friendly with.  She had two little girls and I got quite friendly with her.   ",""
"","A","What nationality was she? ",""
"","B","Oh ... I forget.  Roumanian or Austrian ... ",""
"","A","I thought, with your German and French, maybe you'd been able to communicate with them.   ",""
"","B","No. ",""
"","A","Not that there'd probably be many French, but quite a few Germans came out to the West.  So, you didn't notice that the influx of the migrants made much difference to the area apart from the population?  You didn't notice their culture influencing the area at all? ",""
"","B","No. ",""
"","A","And I think they used to tend to stick together fairly much too. ",""
"","B","There was a Dutch lady that came to see if I had any work for her.  She worked for me for quite a while because the year after I was teaching at Parramatta High I had to go to see the specialist, 'cause obviously there was something wrong with me, and he sent me for skin tests, and blood tests and things like that and they said I had Lupus, which was quite unheard of at the time, and he said I'd have to take cortisone which was the only thing to treat it with, and that was in 1957, and ... ",""
"","A","It's a muscular disease is it? ",""
"","B","It can attack any part of the body.  It attacks each part of the body in turn, the lungs or the kidneys or the liver or the muscles and joints.  It attacks women in the child-bearing years they say.  I had a miscarriage when I was first married and I didn't know why, and I went to a woman doctor in Newcastle and she examined me and said &quot;There's no reason for it that I can see.  So give yourself two months and try again and take vitamin E and wheatgerm oil.&quot;   So I took gallons of wheatgerm oil and I had John!   And then I had Janet.  Well Len and I were in Bougainville.  It was a very nice experience, I don't think.  The specialist said that I was very lucky to have any children with Lupus. ",""
"","A","Really!  You'd had it then, but you didn't know? ",""
"","B","Didn't know.   And he said I'd have to go to bed and take cortisone.  They ",""
"32.24","A","didn't know much about cortisone.  It was new.   END SIDE A SIDE B ",""
"0.08","B","I went on as before, you know, and when I got bad again last time I went to my doctor and he said he'd send me to a specialist and she said she'd have to do a kidney biopsy - it was attacking the kidneys.  So she did that and put me on a massive dose of cortisone, so big - 60 milligrams a day - that I was gar-gar.  I couldn't walk straight. ",""
"0.46","A","This was in the '50s? ",""
"","B","No.  This was three years ago. ",""
"","A","Oh, recently? ",""
"","B","That's how it's changed.  See, the cortisone I had to take in 1957, I had to go to bed for a fortnight while I was taking it.  This time I took 60 milligrams a day and I didn’t have to go to bed, but I was completely gar-gar.  And I'd been in hospital ten and a half weeks and they let me come home - they didn't expect me to live, of course - and I got better! ",""
"","A","Isn't that good!  ",""
"","B","I'm still on prednisolone - that's the cortisone - on seven and a half milligrams a day, and she says I shouldn't get the Lupis anymore.  So I think I'm very lucky! ",""
"1.38","A","That's good that they have more medical knowledge now than they had in those days. ",""
"","B","But they still don't seem to be diagnosing it.  They don't know what&apos;s wrong with them ... I&apos;ve heard a lot of people lately who've had Lupis diagnosed. ",""
"2.01","A","And were there dental services in the area too when you came too? ",""
"","B","Yes. ",""
"","A","There were?  There was a dentist - so you didn't have to travel too far. ",""
"","B","One dentist - he's been here as long as we have!  (Laughs)  There's half a dozen dentists now, but there was only one then. ",""
"2.22","A","What about industry?  The industry that grew up in the area, was that started mostly during the War with the munitions? ",""
"","B","Yes, the munitions. ",""
"","A","And since then more industries have moved into the area? ",""
"","B","Yes.  Into the buildings that the government made available, and they built a new factory area. ",""
"","A","What sort of industries are they - not heavy industry? ",""
"","B","I don't think you'd call them heavy, no.  I don&apos;t know much about it. ",""
"3.08","A","So did you have any family living nearby for helping you with your children when they were little? ",""
"","B","Len's parents lived at Westmead, and his father retired and came up to work with Len.  He had been Overseer of Works at Holroyd Council, and he came up and helped Len.   But my parents lived at Sans Souci.   ",""
"","A","They were too far away to be of much help? ",""
"","B","Well it was a bit of an effort with the steam trains, you know. ",""
"","A","So how did you manage if you were ill or if any of the children were ill or anything like that, or if you needed a babysitter, did you rely on family or friends? ",""
"","B","I didn't use a babysitter.  Janet was eight months old when I came here.  I didn't need a babysitter. ",""
"","A","So you didn't go out much, or you took her with you when you did? ",""
"","B","Mm. ",""
"4.21","A","And did you go to much theatre or concerts or anything like that? ",""
"","B","Oh, no. ",""
"","A","Or the movies? ",""
"","B","Well, there was no picture-show.  They had pictures in the Protestant Hall on the highway on Saturday afternoons for the kids, and then - they didn't build it - they altered a shop I think  for a picture-show in Queen Street - Crown Theatre they called it - which lasted for l5 years.  They started it just two years before TV and it lasted for 15 years which was pretty good I think. And that was mostly used as a Saturday afternoon ... children's ... ",""
"","A","Did your children go there? ",""
"","B","Yes. ",""
"5.28","A","And there wasn't a public swimming pool here or anything like that? ",""
"","B","Not for a long time.  The one that's here now was built ... oh, I'm not sure what year, but fairly recently. ",""
"","A","And so did you go on picnics or to the beach anywhere for holidays? ",""
"","B","Oh, we had a house at Palm Beach. ",""
"","A","Oh, did you? ",""
"","B","Oh, yes.  We used to go down there every Christmas, for Christmas.   It had been owned by Len's people since 1930, and then we went down there at Christmas every year. ",""
"","A","In school holidays.  That was a nice change then. ",""
"6.20","A","So when the place started to develop, when the population increased and more houses were built and the land was subdivided, how did you feel?  Did it make you feel any different? ",""
"","B","Different from what? ",""
"","A","From before when it was more open and less built up. ",""
"","B","Oh, no.   I liked it. ",""
"","A","As it was? ",""
"","B","No, I liked it. ",""
"","A","You liked having more people around you? ",""
"","B","No that so much, but I liked to see the development.  Of course I was attached to it.  It was Len's work. ",""
"7.02","A","Yes, of course.  So you think the shopping area has been improved and so forth? ",""
"","B","Oh, yes.  No comparison. ",""
"","A","And I suppose you had neighbours all around you in the '50s and the '60s?  You moved up here in the '60s didn't you? ",""
"","B","'62.  Yes.  Well we had no neighbours then really.  There were only two other houses here and then the others started to be built.   ",""
"","A","And you've got a nice area of parkland just near you here.  That was foresight wasn't it to leave that like that? ",""
"","B","Yes. (Laughs). ",""
"7.51","A","And this road just nearby, Stapleton Road, isn't it? ",""
"","B","Stapleton Parade. ",""
"","A","Parade.  Is that named after your husband? ",""
"","B","That's named after Len.  As the first Engineer of St. Marys Council - they'd never had an Engineer until they appointed him after the War - and the first Engineer of the expanded area after the amalgamation, they named it after him. ",""
"8.22","A","So you must have been quite instrumental in the changes that took place here then, building the area up? ",""
"","B","Oh, yes.   ",""
"","A","You must have been very busy in that period.  And was there a lot of Housing Commission development here too? ",""
"","B","Yes.  A lot of it's been sold to people.  People who lived in the Housing Commission houses in the beginning have since bought them. ",""
"","A","So I suppose it was quite exciting for you to be part of the development of the area? ",""
"","B","Yes.  We were invited to travel up on the first electric train and had lunch in the - what's now the Q-Theatre, the Railway Institute then - with Mr. Cahill! (Laughs) ",""
"","A","Of the Cahill Expressway fame! ",""
"9.18","A","And I suppose you had to attend lots of community functions and that sort of thing did you?  With your husband? ",""
"","B","Oh, we always attended the Mayoral Ball and attended the two Church Balls, the Church of England and the Catholic.  And ... what other Balls have I attended?  And Len joined Rotary in .. we came here in '45 ...'46 ... about &apos;49 he joined Rotary I think.  Penrith Rotary had only just started and he joined Penrith Rotary, and the following year I joined Penrith Inner Wheel.  And then St. Marys formed their own Rotary Club and Len transferred to it.  He was a Charter Member of St Marys Rotary Club and I transferred to St. Marys Inner Wheel Club the next year.  I've been President of it twice, and I've enjoyed the company of the other members of the Inner Wheel very much.   ",""
"10.40","A","So that's been quite a big activity in your life? ",""
"","B","Oh, yes that's been one of the main activities? ",""
"10.47","A","And what about ... did you belong to any other community organisations? ",""
"","B","We formed the St. Marys Historical Society.  Len's the President and I'm the Research Officer, but we're pretty nearly the whole Historical Society now because they were older people.  Well they weren't old when they joined but they've got older and they don&apos;t - two of them have died - and they don't want to come to night meetings.  So we don't meet, we just handle it by telephone now.   ",""
"","A","So you don't actually hold meetings?   ",""
"","B","No. ",""
"","A","Are there no younger people interested in coming along? ",""
"","B","No. ",""
"11.32","A","What about the local churches in the area? ",""
"","B","There was only one church in the beginning.  That was St. Mary Magdelene.  That was built in 1840 and we had the 150th Anniversary in l990. ",""
"","A","That's Anglican isn't it? ",""
"","B","Yes.  The Roman Catholics had a priest here.  The history's a bit vague.  I've written an account of his life in one of my books and - I don’t suppose you want it? ",""
"","A","I'd like to have a look.  I'll look at that in a minute. ",""
"","B","I wrote this one for the first book and then photostatted it and did the drawings, and it contains a very brief history of St. Marys. ",""
"","A","Oh, I'd love to have a look at that. ",""
"","B","The Council, a few years later, said they wanted to put it out as a textbook, so I gave it to them and gave them copyright and they published it as that book. ",""
"","A","Oh.  &quot;South Creek, St. Marys - From Village to City&quot;.  I'd be fascinated to read that. ",""
"","B","It gave a very brief history of St. Marys from the beginning.  And there was nothing published on St. Marys - not a thing!   So, after I wrote that one, I thought &quot;Well, I'll keep on going&quot;.  Well I wrote on six women and I had the life of four of them reproduced together recently.  Annah Josepha King, the Governor's wife, who lived out - she didn't live there but she was given a grant of land out in North St. Marys.  And then Harriet Lethbridge King, her daughter-in-law, she married Phillip Parker King and lived on Dunheved Station and she was a wonderful woman!  And then she went back to England with Phillip Parker King when he finished his explorations.  He had three boys and the fourth boy born on board the little ship going back to England.  She had four little boys on that ship going back to England.  She had two more boys in England, and he went off to survey the coast of South America - Magellan coast- and she came out and lived on Dunheved and her seventh son was born a fortnight after she arrived.  She had seven boys. And then there was Elizabeth Marsden and her daughter, Anne Marsden Hassall.  I had those four bound together because they were connected with St. Marys' history.  And two others I wrote - Sarah Maria Suttor. ",""
"","A","Farmer George's wife. ",""
"","B","Yes, George Suttor brought a garden out on board a ship - Joseph Banks - and they were all dead when they got here!   And Rose de Freycinet - this one I wrote purely for myself.  She was a Frenchwoman. ",""
"","A","Who was she? ",""
"","B","Rose de Freycinet.  Her husband was a surveyor and he came out here twice.  Once in 1804 with Baudin's expedition and then in 1817 with his own expedition, and she stowed away and came with him.   I knew no-one would be interested in that, in St. Marys, but ... ",""
"","A","You had to write it! ",""
"","B","Yes.  Then I did &quot;Old Times, Old Tales&quot; which is a story of some parts of St. Marys.  For instance, the naming of the streets of ... what's it called up there? ",""
"","A","Glossup Street? ",""
"","B","I didn't know why it was called Glossop Street until I did that.  Do you know why? ",""
"","A","No.  Why? ",""
"","B","He was the Captain of the 'Sydney' when she sank the &apos;Emden&apos;.   And they named all the streets after the battle ships.   ",""
"","A","Really! ",""
"","B","People thought they were after the capital cities, but they weren't, they were after the battle ships. What's that? (indicates book) ",""
"","A","The Inns and Inn Keepers. ",""
"16.50","B","Oh, the next chapter ... ",""
"17.06","A","Well isn't that interesting.  They were naming streets, just after the First World War, out here then. ",""
"","B","Yes.  And the other streets, the few little streets up there that were named later, were named after V.C.'s - Victoria Cross holders - and they named some in the War Service Homes on the other side of the highway after V.C.'s too. ",""
"","A","That's Charles Hackett and the Woolpack Inn. ` (Indicating photographs in book).  Does that ",""
"","B","still flood now? Yes. ",""
"17.53","A","There's the church.  It's a lovely old church.  Did you go up there to that church? ",""
"","B","Yes. ",""
"","A","And did you find the church played a big role in the community in those days? ",""
"","B","Yes. And then I wrote this one (indicates book) - that's a more general history of St. Marys and then for the Bicentennial Year I wrote &quot;Eleven Ships Came Sailing&quot;. ",""
"","A","You've been busy! ",""
"","B","Yes.  History of the First Fleet, its journey out, what happened to all the ships out here, and the journey back - those that got back.   ",""
"","A","And so when did you start to write these books? ",""
"","B","About 1980. ",""
"","A","Oh, so you were looking for something to do, or ... ? ",""
"","B","No, Len's work was so interesting.  He was cutting out the old grants and the old subdivisions and I found they were very historical, and I started looking into the history and I realised there was a whole history here that had never been written about. ",""
"","A","It's wonderful that it has been documented now isn't it? ",""
"","B","Yes.  It's appreciated now.  Nobody took much notice for a while, but lately ... I did this one - &quot;Reverend Robert Lethbridge King&quot;.  He was the fourth child of Anna Josepha King, and he was the brainy one of the family and they sent him to Cambridge University. When he came back he was Rector of St. Phillips Church in Sydney and then St. John's Church in Parramatta and then he was made the Principal of the Moore Theological College.   I said in the introduction ... what did I say?  There was a boy who lived in St. Marys, an English child, and I put in it &quot;Train up a child in the way he should go And when he is old he will not depart from it. Proverbs.&quot; And then Len and I did the &quot;150 Years History of St. Mary Magdalene Church&quot;. ",""
"","A","My goodness, you've certainly been very busy in the '80s and &apos;90s haven&apos;t you? ",""
"","B","And then I got cataracts.  Had them out.  So I can see again, but I can't write ... my hands ... so I type. ",""
"","A","Do you? ",""
"20.59","A","I noticed the picture of the horse and carriage, or the horse and sulky - early transport.   ",""
"","B","Yes. ",""
"","A","Do you remember those days, or I suppose that was earlier? ",""
"","B","That was earlier.  The Minister had a car when we came here. ",""
"","A","That's really interesting.  I'll have a look at all of those.  I&apos;ll just think what else there is to ... ",""
"21.23","A","Did you have any .. keep any animals? ",""
"","B","Oh, yes. ",""
"","A","Did you?  Pets?  Or did you keep cows and chooks? ",""
"","B","No.   ",""
"","A","Just pets? ",""
"","B","We had a lovely dog - Australian Terrier - 'Jimmy', and he was killed in Queen Street one day. ",""
"","A","Because of the traffic? ",""
"","B","No.  There was no traffic then.  And the men laughed when they killed him! ",""
"","A","Oh, really? ",""
"","B","Yes.  He was seen to be knocked by a car in Queen Streets.  So we went and got another one - a female.  We called her 'Puppy' - and she lived to be 15! ",""
"","A","Quite old isn’t' it! ",""
