"time","speaker","text","notes"
"","B","Had to be told where to go, yes.   Younger people who had children could work here.  So that they really had to limit the number they took, because my father-in-law ended up having to milk the cows - you see there were a lot of cattle on the property for the cream on the table - ",""
"","A","and horses for riding as well as many other duties. ",""
"13.35","A","How much land did the house occupy - or the property? ",""
"","B","3 It was over ten acres which is small in comparison to the outback properties, but for here it was quite a handsome lot of land around.  Other properties were larger that had the orchards, but ten acres was quite enough with a guest house and they had some crops for the animals. ",""
"14.11","A","Did they grow vegetables too? ",""
"","B","No, not really.  They had oranges and fowls, but even then they had to buy fowls because they always had chicken for Sunday dinner.  They bought fowls from the locals and plucked them, which you wouldn't do these days.  It was awful plucking them! ",""
"14.38","A","And so you were right on the river.  It must have been a lovely spot for a guest house. ",""
"","B","Well it was a wonderful spot for a guest house, yes.  They had about four rowing boats with a little wharf down there on the edge of the water, and a raft which they towed in every night, because you saw the rowers there and they often used to practice at night.  So they always used to pull that raft into the shore at night so that the rowers wouldn't hit the raft.  It was a wonderful thing out in the middle of the river.  Mind you, I wouldn't swim in it now, but then ",""
"","A","the water was our drinking water.  We pumped it up into the tanks and it was lovely water ",""
"","B","then.  It was also Penrith's drinking water so that they monitored the state of the water always, because Katoomba had sewerage running down even in those days and also Goulburn, apparently.   I remember quite a funny story in '49 where a bullock was seen floating on the river here.  This was all under the Blue Mountains Council then, and someone from the family rang up the Blue Mountains Council Health Inspector to say that there was a bullock floating on the water and the water supply would be affected.  So they sent somebody down and the wind had come and blown the bullock over to the other side, so they said 'Oh, no - it's not our business.  It's over the Penrith side.'  So they rang the Penrith Council and the wind had blown it back and they said 'No, it's Blue Mountains business, it&apos;s on the Blue Mountains side.&apos;  So they had to ring back again.  Anyhow it kept blowing back and forth until it reached a ridiculous state and we said 'Well something's got to be done&apos;, you know, &apos;we don&apos;t care who does it, as long as it's gone!'.  I don&apos;t know who towed it away, probably Penrith because it was their water supply after all.  There was a holding tank down near Log Cabin.  It's still there.  I suppose it'll go soon, the tank - I don't think it&apos;s used for anything.  But we all had pumps to the river, of course, and with all the flood warnings.  Originally there was an old pump that took a lot of patience if anything went wrong with it.  When my husband was here he was most patient with engines and he would sit for a long time and get the thing going again, but during the war his father didn't have that sort of time.  He had to be everything.  He bought an electric motor and of course you had to run down and seize the electric motor every time there was a warning of a flood.  Sometimes you were caught and had to send it in to Penrith.  They had their big electricity depot there then and they would put it in their hot ovens and dry it out slowly so you could use it again. ",""
"18.33","A","Penrith had electricity very early on didn't it, but not so much gas.  People in Penrith didn't seem to have gas appliances. ",""
"","B","Well, probably somebody else can tell you when electricity came. ",""
"","A","It was about 1890. ",""
"","B","I do know that in the guest house days, at eleven o'clock the lights were switched off, and ",""
"","A","anybody coming from the pictures - if the guests had gone into Penrith - they had candles and ",""
"","B","they had to light them and go upstairs.  It always amused me but that's the way it was.  ",""
"","A","Whether it was just too expensive ... and my father-in-law wanted to get to bed. ",""
"19.25","A","And did you have electrical appliances here like refrigerators ...? ",""
"","B","Oh, yes.  They had a lovely big enamelled fridge.   I wished I'd kept it in a way, not that ... it ran on a motor, you know, a big thing, you had to have a cupboard and an outlet to the air for this motor to run.  But it was so beautifully enamelled.  It wouldn't ... I mean a new fridge can easily go rusty these days - it's a thin coating of paint or something - but these were baked enamel - wonderful big thing. 4 ",""
"20.07","A","An old 'Silent Knight' or something? ",""
"","B","Oh, no.  No, it was a 'Westinghouse&quot;.  The silly little joke about the rabbit makes me remember was the name of it was.    ",""
"","A","I don't know it! ",""
"","B","Don't you know that silly little one?  A rabbit was sitting in the fridge - I don't know why the rabbit, but there were rabbit jokes then - and they said 'What are you doing in there?&quot;.  &quot;I'm westing!&quot;.  Yes - ridiculous!   Like all the shaggy dog jokes, or, you know, &quot;Why is a piece of string?&quot;  &quot;Because trams run up George Street!&quot;.  They were the silly jokes during the War. ",""
"","A","20.52  Did you have the sewer on here in those early days? ",""
"","B","Yes, they did.  When they first came in the '30's - they often laughed about the &apos;boxes&apos; they had behind that old stone shed, and they had to go there.  And one of the guests said to my father-in-law - this is second-hand of course - he said he loved being here but he wouldn't ",""
"","A","come back until they had septic sewerage.  So they got septic sewerage.  The large septic system was on the block that was sold next door. ",""
"21.36","A","Did you have indoor facilities - bathroom and toilet facilities - for the guests? ",""
"","B","Oh, yes.  They had bathrooms and showers outside too.  I've knocked them down, some of them.  One of the buildings where the laundry is, you may have noticed, was a shower room and there were four toilets there as well.  There was a connecting walkway which is not there now.  I could have it put up again, but I haven’t yet.  It just got old. ",""
"22.18","A","And so you didn't have your children until the late '40&apos;s? ",""
"","B","Well, I had the first one in '45 and the second one in '47, and it was becoming very difficult.  It was very difficult for young people starting up marriage then because the building materials were very restricted.  Well, actually, my sister-in-law and my husband's brother decided they'd have a little room upstairs and a second little room coming out on to the balcony.  The parents gave us a choice, but mind you with guests all around - bringing up a little baby - I decided I'd go for what they called the bachelor's quarters and the staff quarters over there, because I thought I'd be a little further away from the guests and I didn't want babies disturbing them.  He was a good little baby, luckily for me, but he'd still wake at five and I'd get up and take him for a walk down along the river or somewhere in the first year so that the guests wouldn't be disturbed.  But everywhere it was difficult.  Young couples had to live with their parents.  My sister-in-law's father was a master builder and they built half-way ",""
"","A","down the paddock.  The building's still there, but now it's enclosed with other houses.  My husband’s father had a heart attack and died within three months of the sons' returning.  So it was a bit hectic then.  He'd do the cooking.  He was the chef.  But he was hoping to retire.   ",""
"","B","He said 'You must always learn to cook, so that if you have anyone in to do the cooking so that they'll never hold it over you, and you'll be left in the lurch if they suddenly decide to take off.  You must be able to cook.&quot;   So they'd seen how to run that part of it, otherwise it would have been a great deal more difficult.  The younger brother did the cooking for a while, and ",""
"","A","then the Grandmother was here.  She was in her 80's and she died.  She was just here on a ",""
"","B","holiday.  It was a difficult time for my mother-in-law, and then she got cancer and died in l950.  The other brother decided that the life was just too hard with a family.  He'd had a ",""
"","A","daughter too - couple of months older than my first son - and then a son, and with two ",""
"","B","children he felt that it was too much.  So he sold his portion to my husband and we battled on, ",""
"","A","and I had a third child then at the end of l951 and it got harder and harder.  It wasn't ",""
"","B","something I looked forward to.   I mean, some people love that sort of business, and I think the mother quite enjoyed it, although the father wanted to retire.  But I still married my ",""
"","A","husband, because of course I loved him. ",""
"26.24","A","So you really both ran the guest house then did you? ",""
"","B","5 ",""
"","A","Yes, and times became very awkward.  I think it was in '49 the Government brought ",""
"","B","in the '40 hour week - and good luck to people - but it meant that you had to put on extra staff, and the employment situation was such that we were very, very short of people for all the jobs then.  People didn't want to do domestic work, cleaning and ",""
"","A","waitressing, and I didn't blame them.  But it meant that any help that you employed ",""
"","B","was not the best.  Then the wages were set, so you paid the highest wages - as high as the Hotel Australia had to pay there - and you had inferior staff.  By the time I had the third baby, I remember I was breast feeding, and I'd be up 'til one o&apos;clock and then I'd be up again at five which was a bit of a hopeless situation, because the staff had let you down.  You know, some of them would go up and tipple too much or something like that.  It was a real headache.  We'd have the GPS ... Newington would stay here and we had Grammar.  Sometimes we'd have the interstate teams - the King's Cup - would stay here.  I can remember that year, suddenly the overseas beef sales went up - about '52 I think that was - and it was so expensive, this steak that you had to provide, so that you ended up just working to pay staff.  And they had blackouts and we'd had an electric stove. I think my father-in-law had put it in during the War to cut down on jobs, like having wood cut and that sort of thing for the big stove.  He put in this electric stove and of course we had the '49 blackouts, you remember the strikes?  The big mining strikes of '49?  Well it meant that we had a lot of blackouts then, which was a strain on guest houses.  By '52 we decided it was getting too difficult with the staff situation.  The only guest house left, I think, was probably one out at Wallacia which had a family (and that's now Hopewood) that carried on beyond this time.  The others were going out left, right and centre, and mainly too because motels were coming in and people wanted the wall-to-wall carpets.  And, whereas there might have been carpet in rooms like this as sitting rooms.  The rooms were covered with lino and just scatter rugs in the bedrooms.  People suddenly wanted something like glass and chrome and wall-to-wall carpets and the comfort of motels.  It's switched back now, and if this area had been still the ",""
"","A","rural area it was, it could have returned to the tourist scene. ",""
"30.17","A","Was there other housing around here then? ",""
"","B","Well, the nearest house was down across Nepean Street which was about a quarter of a mile.  It was a poultry farm and orange orchard and apricot orchard.  There was ",""
"","A","another up here a little closer, I think it's about 15 houses away now... a pretty weatherboard one it was late Victorian ... but that was demolished and a new house built.  That one had, I think, about 15 acres around it, and there were three acres in ",""
"","B","between our house which had belonged to this acreage until about 1907 when the original owner died and one of the family kept three acres and sold the main part.  ",""
"31.38","A","And what about along the river, did you have any neighbours that way? Well that was our nearest neighbour I just mentioned along the river that way.  The next ",""
"","B","neighbour was about half a mile over in the middle of the paddock, the middle of the orchards and grape vines, and then there was no other house all the way up to the Mountains along river road.  Burings was back further, the wine man of Buring's wine.  His place is still there.  It was about a 1920's place and he had a lovely little zoo there as well with kangaroos and emus and peacocks. ",""
"32.30","B","END SIDE A SIDE B ",""
"0.21","B","The guests used to walk over, of course, visit the zoo, and then climb on across the railway line and go straight up to the Lapstone Hotel which was above for morning tea or afternoon tea.  Of course that's now the Airforce Headquarters.  They purchased the property in 1949.  But it was a very popular guesthouse up there.  Actually I had my wedding reception up there.  ",""
"","A","It sold out, I think the owner probably saw ahead a little bit about the holiday trade.  That was ",""
"","B","something else.  Caravans started, as I said before, motels ... that was quite a big change really in the life of people in the guest house, and of course there were jokes about the fires that 6 started up in a lot of guest houses and they ended up with insurance money.  However, we didn't get to having a fire or a sale.  We decided we would try out having people here on a more permanent basis.  Not too permanent, mind you, because those days, if people were in your place, you couldn't get them out unless you were giving service.  So we'd supply them with tea and toast in the morning and milk - we still had the cows - and we gave them their linen and blankets and so forth and they had a community kitchen. ",""
"2.39","A","And did their own cooking? ",""
"","B","And did their own cooking, you see, to cut down on that work.  It certainly cut down on work.  I still had someone to come and help with the general cleaning of the place, but I had three children and ... thinking back, I don't know how I kept them quiet with people around, and yet you just face what's around you then.  You carry on.  Then I had a fourth child - the one you ",""
"","A","met -  Chris, in '55.  But, mentally, you had other people's problems as well and it became a ",""
"","B","very difficult time for me. ",""
"3.34","A","Did you have all your children locally, in local hospitals? ",""
"","B","No, I didn't.  Of course I was in Sydney when the first one was born.  He was born at George V, and actually I remember that with quite delight because I was upstairs, I had what they called a semi-private room - just the two - and you looked out the window, down across to the colleges, the University Colleges, and it was peaceful and beautiful.  To give the army sisters a rest from nursing the sick men, they came in and took on nurses roles looking after the babies with a civilian sister as their superior.  I said to one how did she like coming in.  'Oh, 'she said 'it&apos;s a great change after nursing men for years in the Middle East&apos; and so forth, to have these babies, and she was cooing over a baby.  You know I think they found they needed the return to the feminine duties.  So they were delightful to be with. ",""
"5.07","A","And you went back there for your other children did you? ",""
"","B","No.  I had a doctor who happened to be a Catholic doctor, although he told me even so he ",""
"","A","didn't believe what the Bible said about 'children should be brought forth in suffering and ",""
"","B","pain' - I don't know if I&apos;ve got the quote just right - he didn&apos;t believe that and, knowing I knew that he was of the Catholic religion ... so he arranged that I went to St. Margaret's which I ",""
"","A","found was very good too. ",""
"5.40","A","In Sydney? ",""
"","B","Yes, in Sydney.  Penrith hospital was very inadequate in those days, just a little cottage hospital.  It's now the Governor Phillip Hospital for mostly aged or long term illnesses and physiotherapy.  I forget the year that they moved to the Nepean, but I did go to Sydney for all my babies.  I remember in '55, my husband was ill then.  He'd been wounded in the hip and ",""
"","A","the spine during the War and it was coming against him at the time, and I went off in the ",""
"","B","night by ambulance. ",""
"6.35","A","All the way to Sydney? ",""
"","B","Yes, all the way to Sydney.  Well I'd been all the way to Sydney for the other three and of ",""
"","A","course I was up there for the first.  I know one of the guests came home from work about ",""
"","B","midnight, just before I went off, and he wouldn't believe that I'd had a baby by the morning when they told him.   He said &quot;Oh but I saw her last night at 12 o’clock - a few hours ago!&quot; he said. ",""
"7.06","A","What about doctors for other emergencies? ",""
"","B","We had local doctors.  There weren't very many doctors then but I suppose you've got that detail elsewhere - four or five?  Something like that. ",""
"7.25","A","How did you feel living here in those days?  Did you have a feeling of isolation it being so rural? ",""
"","B","7 Oh, no, no.  Remember I grew up in a rural area and of course Sydney was very exciting for the young.  It still is.  There is so much going on and there was art which I was interested in, and being a student, but I don't know whether being a city person would make an attitude different.  But I loved the area and I used to tease my husband that I saw how lovely it was and that's where I wanted to bring up my children.  But, it does hurt to see what's happened to it, really, because here is this beautiful alluvial soil that should have been left for cultivation when you know how arid so much of Australia is.  But we had the very, very wet years and ",""
"","A","the oranges got the mould in the root - root rot - and the Councils were making the rates too ",""
"","B","high for people to keep up with and I think some farmer must have approached the government, and suddenly it was zoned.  It was actually zoned for a great many more factories all across this side where the high school is as well.  But they had that changed, luckily, I think because another government department wanted to set up a high school in the early '60's there and they didn&apos;t put the factories there.  But looking at the earlier map - which some people didn't do - and when they came down and found land was further subdivided they said &quot;Oh, when we built it out here we could see rabbits hopping around&quot; you know, and &quot;we don't want the built up flats and we don't want this...&quot; and I thought why didn&apos;t they ever look at the zoning plans if that's what they thought was going to happen.  But I know my youngest son used to trudge home from school and say &quot;I don't want this to happen, I don't want to be a city slicker!&quot;. ",""
"10.11","A","So it affected the younger generation as well? ",""
"","B","Yes.  It hurts them, because they had a wonderful life growing up.  There was a creek there and of course they wouldn't go off the property - they didn't need to, mind you - and they&apos;d slide down those banks.  There were thousands of frogs and you'd hear the lovely little twinkling voices at night of the frogs.  It's absolutely silent now.  The frogs have gone, which rather makes your hair stand on end thinking of the poisons that must be coming down that creek that kills the frogs.  I mean they are like the canaries in the mines.  They are indicating that your creeks are dead, which is very sad I think.  But of course somebody up in the city decides, &quot;Yes, there's a railway line there - that's the commuting problem solved - we&apos;ll go on ",""
"","A","and build.&quot;  But it's heartache as far as I'm concerned.  There were only about 300 houses in Emu Plains.  Sometimes after my husband's death I'd count houses in my mind to get to sleep.  There were only about 300 there in the early '60's I think.   The &apos;68 bushfire is a good ",""
"","B","indicator.  There was ...  well I think it was the end of November, wasn't it.  One day there ",""
"","A","was a fire along that range.  Actually looking out this window here you could see the mountain range from Kurrajong right to the other side of the river. ",""
"12.16","A","What can you see now?  Roofs! ",""
"","B","You can see glimpses of the Mountains.  That wretched house like an aeroplane hangar across there blocks out the beautiful gap in the Mountains that you could see just sitting there, and the sun would play on it and it'd go purple and blue and green - it was lovely, it was like an opal the way ....  Well, I resented it very much.  It's only recently he built this awful aeroplane hangar.  The Heritage Officer from the Penrith Council now tells me that they've brought in, or are bringing in laws, that if an old heritage place has a particular aspect that belongs to that place that they will keep it clear.  I said &quot;Now you tell me!&quot; ",""
"","A","It's a bit late. ",""
"","B","Yes, now that hideous place ... mind you we've planted trees and banana palms which he doesn't like, but my son said &quot;Oh well, when he takes down that top we'll cut down the banana palms&quot;, which is a bit naughty, but there you are! ",""
"13.34","A","So did you have a sense of the encroaching suburbanisation? ",""
"","B","Oh yes.  We had actually had a letter from the Council saying 'now is the time to put in your subdivision plans'.  So you know that you're not going to get any rural rating any more when that happens, and so you're forced to sell.  It's not a case of wanting to, and I don&apos;t think many of the original owners - farmers - here had much of a deal.  I know the price I got very soon 8 ",""
"","A","wouldn't buy one house block.  And I thought I'd do up the place with the money.  But by the ",""
"","B","time I've paid off mortgages and put some guttering around the roof which needs doing again, ",""
"","A","your money's gone!  And it wouldn't buy one house block now.  It wouldn&apos;t buy a quarter of ",""
"","B","it. ",""
"14.43","A","All these houses around Beach Street, they were all very recently built by the look of them? ",""
"","B","The land was subdivided in the '70's but it took really until the end of the &apos;70&apos;s for them to go, ",""
"","A","and all the way up to Hunter Street was the same.   I started on the bushfires and then I've ",""
"","B","talked myself away.  In '68 the bushfire started up and they stopped it and then they left embers smoking and the high wind was predicted for the next day.  Well, it came and it was a most destructive bushfire.  It burnt as far as your eye could see along the mountain there right ",""
"","A","to the river it went.  And then it came down, you couldn't see what was happening because the air was so thick with smoke.  I didn't know the drama that had taken place at the high school ",""
"","B","during the day, where people were evacuating from the Mountains and being put up at the high school, and much to one of my son's delight, they'd brought ducks and  pets and the ducks were dirtying all over the school floor.  But I couldn't really see what was happening and I felt quite safe because it was ploughed all around.  I'd only that week had the man in and ploughed right around to put some crop in, and so I thought &quot;Oh I've got all that ploughed ground - I felt safe.  But then it burnt right down opposite, through the grasslands and the grass in the road and through the orchards, right opposite here almost to the back of the gallery.  Do you know where the Lewer's Gallery is?  Yes.  Well to the back of the gallery.  So that indicates that in late '68 there was no build up of houses.  You really need those little milestones to remember just how clear it was of houses. ",""
"17.02","A","Did you do your shopping around this area or did you go in to Penrith to do it? Well of course ...well, there wasn't a great deal of shopping available in Emu Plains.  Emu Plains included Leonay and Emu Heights.  There was a little shop up on Russell Street ",""
"","B","highway crossing there where the lights are now.  There was a baker's shop there too.   But from the time I remember, just before the '40's, the baker delivered all around Emu Plains - first of all a cart and horse and then a truck.   I remember, one baker would leave the gate open and then we'd have cows out and that became a trouble when some of the subdivision started because the cows would wander into their gardens.  There was a little fruit stall in front where the shopping centre is now, a little fruit stall there.  They stretched out along the mile and a half or couple of miles from the mountain to the railway there.  There was a little fruit stall and small goods at what they call Old Mortimer House, half way up between the garage and the station.  And there was another one opposite the hotel, fruit stall, and then a ",""
"","A","little shop started up ... I think about the '50's  in one of the older houses, and then they ",""
"","B","moved on and built that big shopping part there.  That takes us into the '60's.  But for the guest ",""
"","A","house, of course, they just rang up their order and it was delivered. It was delivered? ",""
"","B","Yes.  There was Moran and Cato's used to supply here.  As a matter of fact they said during the '40's that if it weren&apos;t for Lapstone Hotel and this guesthouse here, they wouldn&apos;t have much business at all - that this was the biggest business.  We'd have the meat delivered and the vegetables delivered.  But they'd sometimes go and buy extra little things from the stalls and although they had flowers in the garden, they'd buy flowers from Mrs. Chappel who had a lovely garden half way up the highway there, and they had flowers all through the house and ",""
"","A","on the tables in the guest house days.  Well that's the 40's and part of the &apos;50s. ",""
"20.15","A","So what do you do now for shopping?  Do you go into Penrith or do you shop locally? ",""
"","B","Well, for some business we have to go into Penrith, but now I avoid it as much as possible and go over here to the Emu Plains shopping.  But there are some things which you can't get, unfortunately, this side ... or else I wouldn't go in there.  It's so hot shopping - there&apos;s so much cement and buildings.  Penrith is a very hot place.  They're only just accepting now that the heat does build up here, although the ordinary lay person's been trying to tell them for years 9 that it's too hot a place for building up too much.  But they never should have built at Emu Plains just below a dam.  The dam was being built here in the '50's.  We had some of the surveyors staying here, I think in l950.  Yes, in 1950 there were a lot of the surveyors that were surveying for a rope line across Emu Plains running right up to the dam. ",""
"","A","2137 Warragamba? ",""
"","B","Yes, to Warragamba Dam.  You know it had tripods like the electricity tripods that are there now - not quite as tall of course - to hold the cables going right over to the far side of Emu Plains to McCann's Island where they had all the cobbles, and they'd load up these great buckets with cobbles which it moved.  I suppose they had a big machine ... the flying fox they called it.  It'd go across the river and right up to Warragamba Dam.  That gave a lot of work at the time.  People worked at the McCann's Island - lots of employment there then.  A lot of New Australians, as they called them then, were coming in.    I remember we had quite a lot of Italians here in the beginning of '52.  There was sort of a recession then.  They landed here and then there were no jobs, and there was an English-Italian in Penrith who rang up and asked if we could take them in '52. ",""
"","A","As a cook or something? ",""
"","B","No, if we could put them up, you know, at a cut price or something.  And my husband would go out with them and try and find them jobs.  I know the car had broken down and he went around - borrowed bicycles - and went round with them, although he was pressed for time - he ",""
"","A","didn't have that much time, and he .... It was the beginning of l953.   They were a nice lot of ",""
"","B","boys.  Some of them had been school teachers at home.  They were all very sorry for themselves though. ",""
"24.18","A","They'd come out as migrants? ",""
"","B","Yes, and they couldn't get a job, but then that only lasted a short while and they all went off and got jobs.  Some went up to Kandos and earned very big money and they'd come back after some time to see my husband and show him their gleaming cars and so forth.  'Cause he'd been very kind.  I think a lot of these returned soldiers aren't given the credit for their kindness to their enemies really.  It's harder - the Japanese are harder - I don't know how he felt there because ... well. he died from his war injuries by early '64, but I remember the Germans that came out to work with Utah, the American firm.  They built the powerhouse there because Warragamba Dam hadn't opened then and they needed the extra power for the ",""
"","A","electric railway line that went through.   ",""
"25.40","A","Where was Utah? In Penrith? Yes.  They built where the powerhouse was.  The Fire Museum now.  That was because they ",""
"","B","were electrifying the railway line and that provided a lot of work.  I think they did start, after that, putting it up to Katoomba. I think it was '56 wasn't it - I&apos;ve got it there somewhere in a book, but you've probably crossed that ... ",""
"","A","Yes.  The electrified railway came through in '55. When they opened it - the electrification I said that gave jobs, but there were more jobs than ",""
"","B","there were people to work.  The Snowy Scheme was big then and I do hear some migrants saying they went down to the Snowy because the Australians didn't want to do that work, but ",""
"","A","it was because there were not enough Australians to go around.  A lot of the fellows weren't ",""
"","B","all that fit when they came back from the War either to take on those sort of jobs, and I suppose it was a case of the fittest.  But to get back to the Utah and the power station, we had the Germans and the Austrians staying here and some of the women.   They weren't migrants ... ",""
"27.24","A","How did having the European women in the area - how did that effect you or other women in the area? ",""
"","B","10 Well we had airforce people here, you know.  It was the people who were not staying for so long that would move on, or they were waiting for Housing Commission homes and so forth.  The strange thing, there were some Australians - hadn't gone to War - they were the most critical of the Germans.  I remember out at the clothes lines once one of the women swore at me, the German woman.  Of course she came in to my husband and he just gave them a quiet ... he was very understanding of women and saw them as getting the worst end of the stick, as ",""
"","A","well as being a respected man with men, you know.  Some of the Germans ... a German ex-soldier who had lost his eye.  This was one working at Utah.  He'd been an officer and he had ",""
"","B","the scar down the cheek, and still very defiant and declaring England had dropped the first bomb and so forth.  He wasn't apologetic about the War, no way!  But he would come to my husband and show him all the photographs of his home and so forth.  He was a banker actually and even in those days he was saying how already Germany had paid off most of her overseas debt, already then in the '50's you know.  He was going on to Argentina he thought after this.  They weren't migrants as such, this particular lot.  But some of the Germans were.  ",""
"","A","But I remember the Austrian woman fell in love with Emu Plains.  She said this is the nearest ",""
"","B","thing to the Rhine that she'd seen in all Australia and she thought it was the most beautiful spot she'd seen here, and it makes you feel more sad when you think of that and to think they ",""
"","A","(the planners)  did - well to me - ruin the district.  Apart from the fact that they settle on the ",""
"","B","wrong spots, the best agricultural land should have been kept as such.  However that's particularly as the planners want to populate more. ",""
"30.24","A","And what about your children's education?  Did they travel to the local school? ",""
"","B","Yes, they went to the local school.  There was about 110 pupils then in the primary school ",""
"","A","At Emu Plains? ",""
"","B","Yes, Emu Plains.  The little stone building which is now the Family History building.  It's a lovely little stone building, built in 1877.  It was a very close community. There was a fire brigade and the progress association was very much into the fore.  There was only two churches at the time, the Church of England and the Presbyterian, the little church in front of the Eden Glassie Retirement Village.  And there were flower shows - they put on wonderful things and there was a lot of talent in this area, musicians and local actors and so forth. ",""
"31.51","B","END SIDE B TAPE 2 SIDE A ",""
"0.04","A","What did you do for recreation in the '40's and early &apos;50&apos;s, as compared to later on after the population increased in the area? ",""
"","B","Well, as you might guess, I didn't have a great deal of time for recreation - it was all work, work work.  We loved music and, any time we could get, we'd listen to the music.  I know my ",""
"","A","husband would sometimes be up late listening to it.  I think that the ABC would put forth ",""
