"time","speaker","text","notes"
"","B","They did that for years and years and years. The roads didn't get anywhere with it. If they'd started sealing the roads like here now, many years ago, we would have had good roads all round Blacktown. But of course they put all this shale on which didn't do anything. It made them - after a while – it made a real dust-bowl. And it bedded down and that was it, and so we didn't have good roads for many, many years really. ",""
"3.27","A","And were there a lot of houses around? ",""
"","B","No. Not many that I remember. ",""
"","A","Did you have neighbours close by or…? ",""
"","B","Oh, let me see now. No I doubt whether there’d be hardly anyone up where we were. ",""
"","A","And was it bush or…? ",""
"","B","Oh, yes. A fair bit of bush, yes. There weren't many roads and there weren't many houses! People lived all those years ago... ",""
"","A","And so that would be actually, oh, about 1917, 1918 you're talking about? ",""
"","B","Yes. Something like that, yes. ",""
"","A","So that's a long time ago! ",""
"","B","Yes. That's right! ",""
"4.01","A","And you went to school locally did you, at Blacktown? ",""
"","B","Oh, only for a little while. I went to the Blacktown school for about two years I suppose, maybe less than two years, and went to Parramatta High School for a little while. ",""
"","A","Right. ",""
"","B","Of course years ago you didn't ... well you could go for your Q.C but I think I left when I was about 15 and went to work. I did tailoring. ",""
"","A","Tailoring, did you? ",""
"","B","Yes. Tailoring in Parramatta. Phillips Street, Parramatta. ",""
"4.29","A","How did you get to school and to work when you went to Parramatta? I suppose you took the train? ",""
"","B","Oh, train. Train - everybody took the train! ",""
"","A","That was about the only transport around here then I suppose? ",""
"","B","That's right. The old steam train! (Laughs) No ... I mean, these days they make a fuss about going to Sydney, but we all went. My children all went to Sydney and worked. Thought nothing of it, years ago! ",""
"4.52","A","And what would your mother’s daily routine have been in those days? I suppose she was just busy keeping the house running? ",""
"","B","Oh, yes. Well that's right, and she used to grow quite a few vegetables. She was quite a gardener. She loved to have a nice flower garden in the front. ",""
"","A","Did you have a lot of land around the house? ",""
"","B","Oh, yes. Quite a bit really. ",""
"","A","It was a big block? ",""
"","B","Yes. Oh, yes. Right down the back - it was quite a big block - and an enormous big barn down there. It has a lot of memories, the big barn. We used to play chasings around it! ",""
"","A","Did you? ",""
"","B","Yes. And you'd look underneath, you see, and see who was chasing because there was a bit of a gap! You'd look under there and they'd never catch us, see, for the reason we&apos;d see them coming and we'd take off! (Laughs) It had some marvellous memories, that old house! ",""
"5.32","A","So you had a happy childhood there? ",""
"","B","Oh, very happy! Yes. ",""
"5.36","A","And did you mother do all the housework and the shopping and things herself? ",""
"","B","Oh, yes. ",""
"","A","Did you have to help very much? ",""
"","B","No. I think I went to work after a while. Yes. We all went to work, more or less. But my mother used to go to Parramatta and do shopping, 'cause there weren't many shops in Blacktown, and you could go to Parramatta and get meat, I remember, at Cash’s the butchers who were there for many years. In fact I went myself eventually, when I got married and had children. We used to go there and you'd get meat quite cheap, but you had to carry it of course, but I mean in those days you didn't think much of that did you. Carried on the train! ",""
"","A","Carried on the train, and then walked from the train? ",""
"","B","Yes... There were no buses. Well, you just did it as a matter of course. I mean you had no choice! Everybody did it and they didn't think anything of it! ",""
"","A","You just accepted it? ",""
"","B","Yes. That's right. Because, well, if you can't get a bus, well what do you? You&apos;ve got to walk! ",""
"6.26","A","That's right. But did you have a bicycle or anything like that? Well I did eventually. I did get myself a bicycle eventually. Yes. When my mother moved eventually up this way I used to go up and see her on the bicycle. I think there were quite a few people had bicycles, because it was quite a quick way of getting around. Yes. And if you wanted to go across country and not on the train line? ",""
"","B","Yes. Oh, I didn't go much distances really, but when my mother lived up there, and I think I lived ... well, I've been living in this house for over 50 years. Probably I mightn't have been ... I might have been just down there. We used to live just down there and I used to ride my bike up to see my mother. ",""
"7.04","A","Did you. So you worked then until you got married. did you? ",""
"","B","Oh, yes. I worked until I got married. ",""
"","A","And what sort of work did you do? ",""
"","B","Oh, I did tailoring. ",""
"","A","Until you got married? Oh. right. ",""
"","B","Yes. That was my trade really - I did tailoring. And then I had children. I had four children, and my husband got killed in the meantime. When my daughter was two - actually before that - I bought this block of land, would you believe, for 20 pounds. And it was 330 feet long. Could you imagine it! ",""
"","A","For 20 pounds! What year would that have been? ",""
"","B","Oh, well we moved up when my youngest daughter was two and she's 54 now, and it would have been about two or three years before that I bought the block of land. Of course there was a bit of depression on then and I sort of had ... well everybody would work for practically nothing, you know, just to get some little whatever. And I had part of the house built - this house - only the shell. ",""
"","A","What year did you get married? ",""
"","B","Oh, let me think now. I was 22 ... 1908 ... 1930 it must have been. ",""
"8.26","A","So you were married then, and you didn't move into this house though, until later? ",""
"","B","No, not until my younger daughter was about two. ",""
"","A","And you lived with your in-laws did you? ",""
"","B","Yes. I did for a little while, yes. 'Cause they lived down there and - just down there, actually, not very far - and I lived down there until my mother-in-law died and then I think I bought ... possibly bought the block of land after that, I think, off one of my uncle-in-laws. ",""
"","A","Oh, did you? ",""
"","B","Yes. ‘Cause he owned ... of course years ago this was all ... no roads much. Just more or less land. And then I sort of saved up - I used to save up like mad! I used to grow all my own vegetables and make the children's clothes, made my own! ",""
"","A","Was this after your husband had died was it? Because you’re saying ‘I’ bought the house and ‘I’ did this…? ",""
"","B","Yes. After my husband died. Yes. ",""
"","A","When did he die? ",""
"","B","Before I was ... I was about 32 when he died. He was killed in an accident up the street. ",""
"9.20","A","Goodness! So you reared your four children on your own did you? ",""
"","B","And my youngest one wasn't even born when he was killed. ",""
"","A","Really! ",""
"","B","No, I was only three months pregnant. Anyway, one learns to cope. Yes. ",""
"","A","Yes. ",""
"","B","'Cause I used to, as I say, when I came up here eventually I used to grow my own vegetables - down there I did too, actually - make the children’s clothes, make my own, make some of my clothes up for my son because you get things given to you and of course you save money by doing that, and growing most of the vegetables. ",""
"9.55","A","And how did you manage, because there wasn't a pension in those days was there? ",""
"","B","No, but I used to get something from the ... I'm not sure what they used to call it then! It's Social Security now of course, but I'm not sure what they called it years ago. It must have some other name for it ... something similar. I was lucky I got a sort of pension given to me. ",""
"","A","Did you? ",""
"","B","Yes. By the Government. Yes. So of course I was able to manage. ",""
"","A","I didn’t think they had pensions in those days. ",""
"","B","Well they must have, because otherwise how would some people live. I mean, when you've got children you can't go out to work. ",""
"10.25","A","No. So you didn't work at all? ",""
"","B","No. I didn't work until my youngest daughter was 16. But I did - that's not quite right - I did a bit of housework over Prospect way. One day a week I used to go. But we didn't get very much I think, maybe about ... I can't recall now. It wasn't very much those days of course. I mean the wages when I went to work was only about twelve and six a week! Can you imagine? And I think I probably got about a pound or something like that for the day's work, which was more or less housework. It was quite nice and I had a very nice lady that I used to it for. But other than that that was all I did. ",""
"11.02","A","So what would your daily routine have been like? Would you have…? ",""
"","B","Well, actually, by the time you get children off to school... ",""
"","A","Did they take themselves to school, or did you have to take them? ",""
"","B","Oh, yes. Oh no they could walk to school because, when I got up here of course, there was all paddocks. No way was there anything - you could probably go from here to school in about seven minutes, because you could walk right through you see. And there was no busy roads to speak of really. ",""
"","A","They had to cross the railway line though, did they? ",""
"","B","Yes. But there was a bridge there. Yes, crossed the railway line on the bridge. They managed to get to school. I don't remember ever taking them. I think perhaps the elder ones took the younger ones eventually. ",""
"11.41","A","Yes. And so what did you do during your day? ",""
"","B","Well, I'd sort of clean the house I suppose and then I'd probably do a bit of gardening and then all that kind of thing - cook the evening meal eventually. ",""
"","A","And that filled your day. And did you go shopping locally or did you still have to go to Parramatta? ",""
"","B","No. I went to Parramatta too. Yes. ",""
"","A","And carried all the shopping home? ",""
"","B","Yes. That's right. I remember going to Cash's, the butchers. There was quite a ... everybody used to go to this butcher shop I think 'cause they were so cheap, and you'd get very nice meat too. ",""
"12.11","A","And what was the shopping like in those days? You could have things delivered couldn’t you? ",""
"","B","Oh, I'm not sure. I never ever did anyway! No I never did. ",""
"","A","But the shopping was perhaps more friendly and more personal than it is today? ",""
"","B","Oh, yes. Oh yes, I remember up on the corner of Sunnyholt Road, which is just this way now, and Devitt Street which is the one ... there was a shop there called Chilvers. They were there for many, many years, Chilvers. But of course all the corner shops were rather expensive weren’t they? Of course they still are. They don't get the deals that the big companies get do they really? ",""
"","A","No So I probably didn't get very much. I got a few things. ",""
"13.03","A","And so what did you do for recreation? Or did you not have much time, I suppose, to go out? ",""
"","B","Well eventually, before I came up here I had a tennis court built down there. ",""
"","A","Oh, did you? ",""
"","B","Yes. Because 330 feet block it would have been way down past those units. Way down to there. And my brother, he was very good, he helped me. ",""
"","A","Was this part of your land was it? ",""
"","B","Yes. And we built a tennis court on that and eventually of course I used to do that up. Then I eventually got the lights on which was a bit of money raiser really. And I used to play tennis eventually down there. ",""
"","A","Did you? ",""
"","B","Yes. ",""
"","A","And let the court out to local people? ",""
"","B","Yes. That's right, yes. A bit of income coming in! ",""
"","A","And that was a fairly popular sport in those days too? ",""
"","B","Oh, it was years ago it was very popular. It still is! ",""
"13.53","A","And did your children all play sport too? ",""
"","B","Well my son did and my daughter ... two of my children played. Yes. ",""
"","A","And did you go to theatre much or picture shows’? ",""
"","B","Theatre? No, not really. No we didn't. We didn't have much money those days to go to the theatre. ",""
"","A","No. ",""
"","B","You might have to go to Sydney anyway. ",""
"14.14","A","And what did your children do for entertainment; say in the school holidays and that sort of thing? ",""
"","B","Well they occasionally went to Balmoral. I remember I used to take them down there. And we used to go to the Tivoli occasionally, which was good fun. I couldn't stand it now though, with all the. .. (laughs) ... the bad fella would come out and, you know ... at the Tivoli? ",""
"","A","The pantomime? ",""
"","B","Oh, yes. And all the children would scream out, you know. Of course you were young then, you could take it. I couldn't take it now I'm afraid! (Laughs). But we used to go there occasionally and we used to go to Balmoral occasionally to the beach. ",""
"","A","Did you stay there at Balmoral? ",""
"","B","Oh, no. Just went for the day. ",""
"","A","You just went there for the day did you? ",""
"","B","It took quite a bit to get there, because you'd have to go by train and then, I think, bus I've got an idea, to Balmoral. It must have taken about two hours, but still. It didn't matter really. And we used to go there, oh, maybe occasionally. ",""
"","A","It was a day's outing? ",""
"","B","It was quite a treat for the children. And going to the pantomime, as I say, that was a very big treat going to the pantomime. Other than that they used to play around. They amused themselves. Years ago children amused themselves. We had no television, they didn't have the television. They ... I don't know! Everybody amused themselves years ago. ",""
"","A","Made their own fun? ",""
"","B","Yes. Of course they did. Yes. When we were children we did. We didn't have any of all these facilities they have these days! ",""
"15.38","A","You were saying you were playing chasings as child…? ",""
"","B","Yes. Played chasings and oh, my mother was good, I remember she used to play hide the button! She'd hide the button and of course we'd all - quite a few of us - and we&apos;d ... she&apos;d say 'You’re hot!' and everybody would rush over there, you see, where you&apos;re hot! (Laughs) And that filled up quite a bit of time. And we used to like that. That was good fun! ",""
"16.02","A","And did you have birthday parties and that sort of thing when you were growing up? ",""
"","B","I don’t remember many of that kind of thing. ",""
"","A","With ten children, she must have been very busy? ",""
"","B","Yes. Well of course the whole thing is someone married before the young, the last one, was born. I think a couple had married. They're spread over quite a number of years. ",""
"16.24","A","Did you mother have anyone around to give her help with the children? Did she have a Grandmother or somebody nearby or an aunt? ",""
"","B","No. Well actually my Grandmother lived with us for a few years, but she was elderly I think, and I don't think she ... it was the other way round I think, if anything! (Laughs) ",""
"","A","So your mother really had to cope on her own fairly much? ",""
"","B","Oh, yes. And I think we did too. We coped on our own. We don't ... I mean the modern young person is very fortunate. Look at the help they can get now. Pre-school and all this kind of thing. We didn't have any of that. But we ... it wasn't there, so we didn&apos;t worry about it. It was never a... ",""
"17.08","A","What would you do if you were sick or if one of your children were sick? Was there someone who could help you with your children - a neighbour or family? ",""
"","B","No. Not really. You just sort of went to the doctor I suppose and learned to cope. ",""
"17.23","A","And what were the health services like in Blacktown. then, when your children were growing up? ",""
"","B","Health services? ",""
"","A","There was no hospital was there? ",""
"","B","No! No hospital, no! Because the hospital has only been there about less than 30 years. We would have had to have gone to Parramatta. which I did a few times, because I have a son that's accident prone! ",""
"","A","Oh, really? Oh, yes. (Laughs). He was always doing something! I remember him - he was nine! Because down there was all ... those houses weren't built - it was a big creek right through there, and my son was paddling and there must have been glass in it and he came flying home, bleeding. He'd cut his tendon right through on a piece of glass. And of course, well it was on a Sunday, and fortunately too, and of course hospital those days, not like now - they encourage parents to come - but you put them in and suddenly you wouldn't see them until the Sunday after, in Parramatta Hospital. So of course, I think the ambulance took him down to Parramatta Hospital and poor Bert was put in there, and it wasn't until the Sunday after I could see him. Really! ",""
"","B","You just weren't allowed! Not like now - they encourage the parents to come don't they? ",""
"","A","They stay overnight and everything! ",""
"","B","That's right. Not then! And then would you believe, three years later he did the same thing! ",""
"","A","The same thing again? ",""
"","B","Not down there! The same foot, the same tendon, but he was playing with some children down ... they were having what they call 'a fly-over' on the railway there and he was being dragged on with a piece of iron apparently. And of course Bert would have to be the one. He cut his tendon again! ",""
"","A","So another dash to hospital? ",""
"","B","Another dash to hospital. (Laughs). And then in between that and that he fell out of a tree and took a bit of bone off his elbow. That was my son! ",""
"","A","The others were all right were they? ",""
"","B","Yes. We often laugh at that. And would you believe Bert is nearly 57 and all those years back you know, and a little bit of bone came out only about three years ago. ",""
"","A","From his elbow? ",""
"","B","No. ",""
"","A","From the tendon? ",""
"","B","Yes. Isn't that funny. A little bit of bone worked out. ",""
"","A","Goodness! ",""
"","B","Incredible isn't it? ",""
"","A","Yes. Working its way all those years! ",""
"","B","That's right. Amazing! ",""
"19.57","A","And was there a doctor nearby? A local doctor? ",""
"","B","Oh, yes. Up the street, up near the school there was a doctor. ",""
"","A","And did you have a telephone on that you could ring? ",""
"","B","No. No. We'd just take the children up. ",""
"","A","If there was an emergency you’d have to take them all with you. ",""
"","B","Yes. With the pram. I had one of those good prams, you know, not the real modern ones. A proper pram. ",""
"","A","Right. A cane one? ",""
"","B","Oh yes. A proper pram. They were good. You'd put one at the top and one at the bottom and put your groceries in between! (Laughs) You know, amazing how you coped, 'cause no-one had anything different. ",""
"","A","No. ",""
"","B","No-one knew anything different. You just coped because... ",""
"","A","You felt that was the way it was? ",""
"","B","Yes. That's right. That's how it was, too, really. Everybody coped and nobody expected ... well you didn't expect anything because it just wasn't there. You didn&apos;t think about getting any. You used to learn to cope yourself. ",""
"20.50","A","And did you make jams and do a lot of that sort of cooking? Oh, yes. I used to make jams and pickles and some preserves - all kinds of things, years ago. I can't be bothered now! (Laughs). But, you know you keep busy because you do all that and then of course making the children's clothes and all this kind of thing. You keep busy. And do a bit of gardening. You had plenty to do? ",""
"","B","Yes. That's right. I used to keep busy. I'm never bored. Never bored now either. I never understand people that are bored. ",""
"","A","No there's always something to do isn't there? ‘Cause I do a fair bit of charity - when I'm well - I do a fair bit of charity work. Do you? ",""
"","B","Yes. Oh. yes. This is what they call The Lantern Club. It's for deaf and blind children at North Rocks. The Lantern Club. ",""
"","A","The Lantern Club. ",""
"","B","Their motto is ‘affording light to the blind and guidance to the deaf’ and so that's the Lantern. And I belong to Red Cross and the Hospital Auxiliary. ",""
"","A","Do you? ",""
"","B","Yes. I've belonged to those for many years. ",""
"","A","Would you have belonged to things like that in the community back in the '50s? ",""
"","B","No. No. no. ",""
"","A","That was in the later years. ",""
"","B","Oh. Yes, later. Much later actually. When I retired more or less, because when you're working you don’t get much time for those kind of things really. ",""
"22.11","A","And what kind of work did you do when you went to work again? Did you still do tailoring? ",""
"","B","Oh. tailoring, yes. I worked up at Anthony Squires in the men's tailoring. ",""
"","A","In Sydney? ",""
"","B","No. St. Marys, yes. I worked there for 15 years. It was when my youngest...'cause I got help from the government but when my youngest daughter turned 16... ",""
"","A","That was it? ",""
"","B","That's it. You don't get any more help, or you didn&apos;t - you probably don’t... oh, you might now. ",""
"","A","No, you don't now either. ",""
"","B","No. . . . Anyway my children said 'Oh, Mum!' It was quite a shock, you know, when you get the letter to say that you no longer get help and you think 'Ooh ·. So luckily there was a fair bit of work then, so I went and got my job back. But my children said 'Oh, Mum we can help to keep us’. Oh, no you can't do that. So of course I went to work. I think I was there for 15 years up at Anthony Squires. ",""
"","A","You’d worked there before had you? ",""
"","B","No. ",""
"","A","No, you'd just done tailoring before? ",""
"","B","Yes. Tailoring in different places. ",""
"23.07","A","So what was it like to go back to work again after such a long break? ",""
"","B","Oh, you get used to it after a while. Then, I think, I ... yes at first I used to get taken. People would pick you up and take you, like in their car. .And then I got a little Volkswagen - not that one, another one - and then I used to take people myself, because everyone likes being taken to work because, you know, instead of going by train and then walking you're taken right there and it only takes about 20 minutes. So we used to go in my car eventually, about four people. I remember on a foggy morning - 'cause we used to get some terrible fogs - and I can remember them. You couldn't know what the fogs were like, the real heavy fogs. You couldn't see more from here to there. .And the people put their heads out there and here (laughs) trying to show us the way because it was so foggy! ",""
"","A","Really! ",""
"","B","Yes. But we managed anyway. ",""
"24.02","A","And how did you manage your family finances? I mean it must have been difficult for you when you were just getting the government allowance? ",""
"","B","Well it was, it was, but then of course, as I say, I made the children's clothes and grew most of the vegetables and it helps. ",""
"24.19","A","So when did you notice the area round here start to change and become a lot more builtup, more homes being built and... ? ",""
"","B","When the electric trains came through. ",""
"","A","Oh, right. So that would have been in the... ",""
"","B","Oh, now don’t ask me when that was. ",""
"","A","It went through to Penrith in 1955, so it would have been then I guess? ",""
"","B","About then, yes. That's when Blacktown started to go ahead very much, because we’ve got the electric trains, which makes a difference. ",""
"","A","Yes. And a lot more people came to live out that way because it was more accessible? ",""
"","B","Yes. That's right, yes. That is so really because people do ... they don't like to come where it takes them about two or three hours to get to the city. ",""
"","A","That’s right. ",""
"","B","Even now they make a fuss, you know, about getting into the city, people do. ",""
"","A","It’s not really far. ",""
"","B","No. Years ago everybody just did it because, well, you either went in by train or you didn't go! And nobody took any notice! Now they make a fuss. I think 'Oh, well I don't know!&apos; (Laughs) ",""
"25.19","A","And how did you feel about it when the area started becoming more populated? ",""
"","B","Oh it didn't worry me really. I thought it was quite good. Because if you have a better populated area the more shops and all that kind of thing. ",""
"","A","And better facilities? ",""
"","B","Yes. Better facilities, that's true. ",""
"","A","And did the shops improve around here? ",""
"","B","Oh, yes. They would have, up the street. ",""
"","A","More supermarkets and that sort of thing? ",""
"","B","Not so much supermarkets. Oh, of course in latter years there's been quite a few supermarkets. ",""
"","A","But in the ‘50s? ",""
"","B","Oh, no. There wouldn’t have been. There would have been only more or less the big corner shops in the '50s. ",""
"25.56","A","And did the health services improve too? The hospital was built in the ‘60s wasn't it? ",""
"","B","The hospital must be nearly 30 years old. So it would have been about '60. The Blacktown one, yes. I think it's about 28 I have in my head, something like that - one section of it - and of course then the maternity. They built the maternity not so many years ego, the maternity part of it. But the old part that was probably about 30 years ago I think. ",""
"","A","And you’re still active in the Auxiliary? ",""
"","B","Oh, yes, yes. Well I am mostly when I get back to it. (Laughs) ",""
"","A","And you will be again. ",""
"","B","Yes. Well I hope I will, anyway. ",""
"26.40","A","And did you find you had a lot or friends. say back in the old days here, did you have a lot of friends with neighbours and that sort of thing? Was it a friendly community? ",""
"","B","No. Not really, because when you go to work you don't get much time to socialise, as the saying goes. And I often wonder now how I did the tennis court up and played tennis, did my work and went to work. You were a lot younger then of course, you can do things. ",""
"","A","You must have been pretty energetic all the same. ",""
"","B","Well, I probably was too. Probably was. But you often, you know, look back and think 'Oh, how did I do all that?' But then of course I mean to say, thirty years ago or something like that, well you're a lot younger and a lot more energetic and so on. ",""
"27.24","A","And did you have a lot of electrical appliances to help you like vacuum cleaners and... ? ",""
"","B","No. Oh, vacuum cleaner, yes. We had a vacuum cleaner. ",""
"","A","And an electric stove? ",""
"","B","No. I had a fuel stove which is over in that corner - it was. It's only the last twenty years, I suppose, that I had this house renovated.  It was weatherboard and fibro before. Not finished. Across the front was straight across the front. But when we sold the land where the units are now. Three blocks through this street - myself, the people next door and the lady on the other side - we sold the three blocks through that way, and they then built the units. Yes. But we didn't get a lot of money because they wanted to put the sewer on and, you know what the Councils are, they want you to spend a lot of money and we didn't get very much as it was, because all those years back we didn't much. But still, it was out of the way. I found that was ... well when you're working it's a bit hard to cope trying to do all that. So I was really glad to get rid of it really, and get a bit of money and I was able, when I was working, able to get the house renovated and make it more modern. ",""
"","A","And so when would that have been? ",""
"","B","Oh, that would be over 20 years ago. ",""
"","A","Yes. So that would have been in the late ‘60s or something would it? ",""
"","B","Yes. Something like that, yes. ",""
"28.48","A","And you used your fuel stove up until then did you? ",""
"","B","Oh, yes. They were good, the fuel stoves. You know, you didn't know anything different, but they were good because you pop them on and put a big pot of soup. My mother used to have, you know, those old fashioned boilers. ",""
"","A","Oh, yes. ",""
"","B","Every Saturday she'd put this big boiler of pea soup on. Beautiful, it was. And let it boil there for hours! Used to get soup bones and split peas and all that kind of thing, and everything used to go in but the kitchen sink, as they say, and let it boil there for hours and it was really beautiful. And we used to have basins of this, not little plates; we used to have a basin full. ",""
"","A","Did you? ",""
"","B","Yes. Oh, yes. And we used to have visitors and they'd have a basin full too. It was really nice. The old pea soup's really nice. But then I used to do more or less the same with my fuel stove. I used to cook lovely rice puddings, cream rice. You know you put them on and let them cook for a couple of hours. Really lovely! ",""
"29.46","A","And did you have to collect the fuel for it too? ",""
"","B","Oh, yes. I used to go across there. ",""
"","A","Did you do that too? ",""
"","B","Oh, yes. I cut my leg once. ",""
"","A","Did you? ",""
"","B","Yes. Going down there, 'cause it was all - there was no houses down there – it was all timber and bush. Yes I was going one day and I cut my leg - a real V-cut actually! Where is it now? I can't think which leg it was! This one! Round about here somewhere! ",""
"","A","Oh, you can still see the scar there! ",""
"","B","Yes, and oh, my children of course were going to school, and I come up and I thought ... we had a side entrance, well we used to, now it's an air conditioner there. But I remember trotting through the house there. It was only lino on the floor. There was blood all round the place and I thought ‘Oh dear’ and I tried to wipe it up as best I could, and then I think I went up here because there was a private hospital up here at the top of the street. And they sent me to Parramatta. And that's all I was worried about - that my children’d come home and find this blood and think ‘Oh, what's happened to Mum?' (Laughs) Anyway, eventually they put a stitch in it and sent me home. Anyway, that's one of the things about getting the fire wood. ",""
"","A","To do the cooking! ",""
"","B","Yes. That's right. You just did it. You didn't take any notice really. And then, I think, after a while you could buy a few blocks of wood, you know and just chop them up. ",""
"31.07","A","And did you have a refrigerator? ",""
"","B","Oh, yes. I probably ... oh, yes. I had one eventually. A green one, which I had for years and years. ",""
"","A","Before that did you have an ice-chest? ",""
"","B","Yes. The ice-chest. You used to buy the ice. Everybody had an ice-chest. And before that, many years ago, they had a little meat-safe kind of thing. I don't know if you'd remember those? They'd have like a meat safe... ",""
"","A","No, not really. ",""
"","B","…and you used to put wet bags out in front of it. It wasn't very satisfactory, but still. You couldn't get ice and that kind of thing. That's when my mother had children. That&apos;s going back a long while ago. ",""
"","A","And she couldn't get ice? ",""
"","B","No. No ice around then. It came in latter years. because everyone bought ice-chests then. Yes. ",""
"","A","So she had to manage with nothing? ",""
"","B","Yes. That's right. ",""
"","A","And it was really hot out here too? ",""
"","B","Oh, yes, it would have been. But you'd put a wet bag over it and it's amazing how you cope when you have to, and you don't know anything different. You see, that's the point. ",""
"","A","END SIDE A SIDE B ",""
"0.14","B","Yes it is, the fuel stove is very economical because, you know, especially if you can get the wood, pick it up yourself, it doesn't cost you very much and of course wood years ago was quite cheap. You'd cook a big pot of pea soup on top of there and then you'd cook all the things and rice pudding in the oven. It was absolutely really beautiful. In one way I was sorry to see it go - in one way - but then of course in the summer it's rather hot! ",""
"","A","Yes. In the winter it would be great. ",""
"","B","It would be lovely in the winter. Yes and the biggest garbage users! (Laughs) And you get used to them and, you know, you don't know any different? ",""
"0.55","A","No. And what about the churches in the area? Did the churches play a big role in the community in those days? ",""
"","B","Oh, a reasonable role. My children went to Sunday School down there... because I belong to the Uniting Church and of course then; many years ago it was Methodist it wasn't Uniting. And they were down in Peters Street - not Peters Street - oh, just across from the railway anyway. And my children - or a couple of them - were baptised there. All of them were baptised there. And they went to Sunday School there. But then they moved up into the new K-Mart and they call it Peace Memorial and they moved up there. ",""
"","A","That's a modern church then is it? ",""
"","B","Oh, it was but now they've got a new complex over in Bungarribee Road. Very nice complex - the Uniting Church. Of course they're uniting with the Presbyterian and the Congregation, the whole three. And they still say...they don't say United because they are still Uniting. But they call it the Uniting Church. But of course they have very nice churches in Blacktown - several. ",""
"","A","Big modern ones? ",""
"","B","Oh, yes. And I mean a lovely Catholic complex down in that direction, and other – Greek orthodox - oh, many churches now in Blacktown. ",""
"","A","And did they have social activities through the Church? ",""
"","B","Oh, yes. I think the Churches always have had, yes. ",""
"2.19","A","And did you belong to any Ladies’ Guild or anything like that at the Church? ",""
"","B","No. Not years ago I didn't. When you work you don't get much time to belong. But I did when I left work I did. I joined what they call the Ladies Association. I still belong to it now even. ",""
"","A","Right. ",""
"2.38","A","And after the war when the population started to increase out here, did you notice the arrival of a lot of European migrants who came out this way to settle? ",""
"","B","No. Not a great ... I don't remember ... no, I don't remember quite a lot. ",""
"","A","Don’t you? ",""
"","B","No. I think only in the last few years that I think they've really come out this way. Well I've never struck any really. No. I think it's only the last...oh, I don't know ... maybe ten years, maybe less that they've come out. ",""
"","A","There were a lot of market gardeners and that’s one of… ",""
"","B","There still are really, out Windsor way, and all those places. ",""
"","A","But not around here so much. ",""
"","B","No. There were a few dairy farms, but they weren't right around here either. They would have been perhaps about three kilometres out in that direction. There were quite a few dairy herds around, but apart from that... and there wouldn't have been any market gardens around here because Windsor's the place. Windsor and all that direction. And out off the Western Highway up a bit further too you see market gardens, but... ",""
"","A","There weren’t any orchards or anything like that around here either? ",""
"","B","There would have been a few orchards with fruit. Yes, with fruit. I remember we used to - when we lived up in Tusculum Road, when my mother's children - oh there used to be oh, a couple of hundred yards up the road, there'd be people with their own fruit. We used to sneak under the thing and pinch some. (Laughs) ",""
"","A","Did you? ",""
"","B","I think all the children did that! You know, you'd go under the fence and pinch a few bits. Youwouldn't do that much harm, but ... I think nearly all the children did it! (Laughs) ",""
"","A","It was the excitement of doing it too I suppose? ",""
"","B","Yes. That's right it was something, you know, it was really funny. ",""
"4.40","A","And what was the industry like around here? Was there very much industry in Blacktown? ",""
"","B","No. There was a sawmill. Not a great lot. There was a sawmill up there now where the carpark is - a big sawmill there. There was there for many years, the big sawmill. ",""
"","A","So that was the main thing? ",""
